country,year,month,date,shipments,container_total,shipments_vrac,weight_total
PANAMA,2021,Sep,9/1/2021,96,96,6,1403498
PANAMA,2021,Oct,10/1/2021,115,115,11,2249207
PANAMA,2021,Nov,11/1/2021,86,86,0,1417589
PANAMA,2021,Dec,12/1/2021,164,164,0,3470219
SINGAPORE,2019,Jan,1/1/2019,1,1,0,22546
SINGAPORE,2019,Feb,2/1/2019,5,5,0,114901
SINGAPORE,2019,Mar,3/1/2019,2,2,0,21707
SINGAPORE,2019,Apr,4/1/2019,5,5,0,24811
SINGAPORE,2019,May,5/1/2019,1,1,0,18525
SINGAPORE,2019,Jun,6/1/2019,6,6,0,91798
SINGAPORE,2019,Jul,7/1/2019,1,1,0,7986
SINGAPORE,2019,Aug,8/1/2019,2,2,1,2058166
SINGAPORE,2019,Sep,9/1/2019,6,6,0,131824
SINGAPORE,2019,Oct,10/1/2019,3,3,0,42998
SINGAPORE,2019,Nov,11/1/2019,1,1,0,6741
SINGAPORE,2019,Dec,12/1/2019,9,9,0,97808
SINGAPORE,2020,Jan,1/1/2020,2,2,0,22334
SINGAPORE,2020,Mar,3/1/2020,1,1,0,18456
SINGAPORE,2020,Apr,4/1/2020,9,9,0,78980
SINGAPORE,2020,May,5/1/2020,32,32,0,779912
SINGAPORE,2020,Jun,6/1/2020,7,7,0,38771
SINGAPORE,2020,Jul,7/1/2020,8,8,0,179774
SINGAPORE,2020,Aug,8/1/2020,8,8,0,114688
SINGAPORE,2020,Sep,9/1/2020,4,4,0,38260
SINGAPORE,2020,Oct,10/1/2020,2,2,0,51117
SINGAPORE,2020,Nov,11/1/2020,1,1,0,5698
SINGAPORE,2020,Dec,12/1/2020,1,1,0,6559
SINGAPORE,2021,Jan,1/1/2021,1,1,0,4608
SINGAPORE,2021,Feb,2/1/2021,1,1,0,17616
SINGAPORE,2021,Apr,4/1/2021,1,1,0,17616
SINGAPORE,2021,Jul,7/1/2021,1,1,0,17520
SINGAPORE,2021,Sep,9/1/2021,2,2,0,37592
SINGAPORE,2021,Nov,11/1/2021,2,2,0,18860
SINGAPORE,2021,Dec,12/1/2021,2,2,0,36006
AUSTRIA,2019,Jan,1/1/2019,2,2,0,47253
AUSTRIA,2019,May,5/1/2019,6,6,0,129600
AUSTRIA,2019,Jun,6/1/2019,1,1,0,16877
AUSTRIA,2019,Jul,7/1/2019,1,1,0,4260
AUSTRIA,2019,Sep,9/1/2019,11,11,0,247119
AUSTRIA,2019,Oct,10/1/2019,10,10,1,27137966
AUSTRIA,2019,Nov,11/1/2019,1,1,0,22031
AUSTRIA,2020,Feb,2/1/2020,1,1,0,4034
AUSTRIA,2020,Mar,3/1/2020,1,1,0,23555
AUSTRIA,2020,May,5/1/2020,3,3,0,65260
AUSTRIA,2020,Jul,7/1/2020,5,5,0,114603
AUSTRIA,2020,Sep,9/1/2020,2,2,0,40799
AUSTRIA,2020,Oct,10/1/2020,0,0,1,30000
ALBANIA,2020,Nov,11/1/2020,2,2,0,50400
ALGERIA,2021,Sep,9/1/2021,2,2,0,45752
ALGERIA,2021,Nov,11/1/2021,2,2,0,5000
n/a,2019,Jan,1/1/2019,1,1,1,3070524
n/a,2019,Feb,2/1/2019,2,2,1,8547001
n/a,2019,Mar,3/1/2019,2,2,0,25997
n/a,2019,Apr,4/1/2019,1,1,2,27512013
n/a,2019,May,5/1/2019,2,2,2,3531452
n/a,2019,Jun,6/1/2019,0,0,2,13716465
n/a,2019,Jul,7/1/2019,11,11,2,17883117
n/a,2019,Aug,8/1/2019,2,2,1,34084
n/a,2019,Sep,9/1/2019,2,2,1,8232040
n/a,2019,Oct,10/1/2019,7,7,2,153509
n/a,2019,Nov,11/1/2019,2,2,1,2046332
n/a,2019,Dec,12/1/2019,2,2,0,25560
n/a,2020,Jan,1/1/2020,3,3,2,16848824
n/a,2020,Feb,2/1/2020,3,3,1,9069754
n/a,2020,Mar,3/1/2020,2,2,0,47095
n/a,2020,Apr,4/1/2020,3,3,0,67243
n/a,2020,May,5/1/2020,2,2,1,16046234
n/a,2020,Jun,6/1/2020,1,1,0,7709
n/a,2020,Jul,7/1/2020,0,0,2,14766874
n/a,2020,Aug,8/1/2020,4,4,0,100748
n/a,2020,Sep,9/1/2020,3,3,0,73329
n/a,2020,Oct,10/1/2020,2,2,1,8704280
ANTIGUA AND BARBUDA,2019,Aug,8/1/2019,0,0,3,1461674
ANTIGUA AND BARBUDA,2020,Apr,4/1/2020,0,0,2,20085000
ARGENTINA,2019,Jan,1/1/2019,13,13,1,7188824
ARGENTINA,2019,Feb,2/1/2019,24,24,0,544534
ARGENTINA,2019,Mar,3/1/2019,23,23,0,566566
ARGENTINA,2019,Apr,4/1/2019,29,29,0,720172
ARGENTINA,2019,May,5/1/2019,11,11,0,253122
ARGENTINA,2019,Jun,6/1/2019,19,19,2,2540532
ARGENTINA,2019,Jul,7/1/2019,45,45,3,3460013
ARGENTINA,2019,Aug,8/1/2019,18,18,2,419392
ARGENTINA,2019,Sep,9/1/2019,18,18,0,403021
ARGENTINA,2019,Oct,10/1/2019,26,26,0,632819
ARGENTINA,2019,Nov,11/1/2019,21,21,0,482997
ARGENTINA,2019,Dec,12/1/2019,30,30,0,633628
ARGENTINA,2020,Jan,1/1/2020,21,21,1,2360954
ARGENTINA,2020,Feb,2/1/2020,22,22,0,543945
ARGENTINA,2020,Mar,3/1/2020,39,39,1,9826309
ARGENTINA,2020,Apr,4/1/2020,58,58,0,1320134
ARGENTINA,2020,May,5/1/2020,55,55,1,1276032
ARGENTINA,2020,Jun,6/1/2020,50,50,2,8896966
ARGENTINA,2020,Jul,7/1/2020,19,19,1,4746229
ARGENTINA,2020,Aug,8/1/2020,54,54,0,1204813
ARGENTINA,2020,Sep,9/1/2020,40,40,0,905270
ARGENTINA,2020,Oct,10/1/2020,39,39,0,883141
ARGENTINA,2020,Nov,11/1/2020,19,19,0,438430
ARGENTINA,2020,Dec,12/1/2020,20,20,0,467773
ARGENTINA,2021,Jan,1/1/2021,30,30,0,727260
ARGENTINA,2021,Feb,2/1/2021,14,14,0,304993
ARGENTINA,2021,Mar,3/1/2021,16,16,2,398454
ARGENTINA,2021,Apr,4/1/2021,22,22,6,610558
ARGENTINA,2021,May,5/1/2021,16,16,0,369607
ARGENTINA,2021,Jun,6/1/2021,29,29,5,756208
ARGENTINA,2021,Jul,7/1/2021,60,60,2,1469474
ARGENTINA,2021,Aug,8/1/2021,74,74,0,1798004
ARGENTINA,2021,Sep,9/1/2021,0,0,2,29795
ARGENTINA,2021,Oct,10/1/2021,17,17,2,454929
ARGENTINA,2021,Nov,11/1/2021,41,41,0,966323
ARGENTINA,2021,Dec,12/1/2021,10,10,8,342275
ARUBA,2019,Aug,8/1/2019,1,1,0,12740
ARUBA,2019,Sep,9/1/2019,1,1,0,1877
ARUBA,2020,Jan,1/1/2020,1,1,0,12140
ARUBA,2021,Feb,2/1/2021,1,1,0,3610
ARUBA,2021,Jul,7/1/2021,0,0,3,7078651
