id,fax_id,date,date2,container,shipper,consignee,port,country,weight,commodity,com_qty,com_unit,ship,voyage,carrier,shipments,container_total,shipments_vrac,weight_total,lat,lon
0-1-431A NPARARTSON79PIE-1,0,1/1/2018,1/1/2018,1,A NAIMOLI FREIGHT FORWARDING INC,PARTICULIER,PORT NEWARK ELIZABETH - NJ,USA,15718,"ARTICLES, ACCESSOIRE DE MAISON",79,PIECES,HANSA FREYBURG,52BIS,SEABOARD MARINE,1,1,0,15718,40.68155,-74.1505
5-16-4316AROPARVOIION14UNI-1,5,1/1/2018,1/1/2018,16,AROMARK SHIPPING LLC,PARTICULIER,PORT NEWARK ELIZABETH - NJ,USA,83381,VOITURE D'OCCASION,14,UNITES,HANSA FREYBURG,52BIS,SEABOARD MARINE,0,5,0,27794,40.68155,-74.1505
13-1-431NEOH4HTISILE755CAR-1,13,1/1/2018,1/1/2018,1,NEO LOGISTICS SA,H4H SA,PUERTO MOIN,Costa Rica,17386,TISSUS ET ETOFFES POUR INDUSTRIE TEXTILE,755,CARTON,HANSA FREYBURG,52BIS,SEABOARD MARINE,1,1,0,17386,9.99074,-83.03596
23-0-430VITKIMGASOIL588GAL-1,23,1/1/2018,1/1/2018,0,VITOL INC,KIMAZOU ENERGIE SA,HOUSTON - TX,USA,1904549,GAS-OIL,588000,GALLONS,NAVE ATRIA,V.04-17,PDVSA RVAM,1,0,1,1904549,29.763056,-95.36305
31-4-434ANTANTMATRES19PAL-1,31,1/1/2018,1/1/2018,4,ANTILLEAN LOGISTICS CENTER INC,ANTOINE KAWAS,MIAMI - FL,USA,100440,MATERIELS ELECTRIQUES ET ACCESSOIRE,19,PALETTES,TANGO III,120S,ANTILLEAN MARINE SHIPPING  CORP,0,1,0,25110,25.77389,-80.193886
39-2-432DADECCGELLLE1SKI-1,39,1/1/2018,1/1/2018,2,DADE SKY TRADING COMPANY INC,ECCOMAR,MIAMI - FL,USA,2320,"GELATINES ET LEURS DERIVES,ICHTIOCOLLE,AUTRE COLLE",1,"SKID, CALE, TRAINEAU",TANGO III,120S,ANTILLEAN MARINE SHIPPING  CORP,1,1,0,1160,25.77389,-80.193886
49-1-431HEMLEAACCLE)7SKI-1,49,1/1/2018,1/1/2018,1,HEMISPHERE BUTTON ACCESORIES,LEATHERCRAFT,MIAMI - FL,USA,2868,ACCESSOIRE POUR 807 PLANT (INDUSTRIE TEXTILE),7,"SKID, CALE, TRAINEAU",TANGO III,120S,ANTILLEAN MARINE SHIPPING  CORP,1,1,0,2868,25.77389,-80.193886
57-9-439KINSYNJUSMES155CAI-1,57,1/1/2018,1/1/2018,9,KING DOT EXPORT LLC,SYNOR IMPORT EXPORT,MIAMI - FL,USA,148950,JUS DE FRUITS ET DE LEGUMES,1550,CAISSES,TANGO III,120S,ANTILLEAN MARINE SHIPPING  CORP,0,3,0,49650,25.77389,-80.193886
65-2-432PANSOLPREUES5PAL-1,65,1/1/2018,1/1/2018,2,PAN AMERICAIN FRAGRANCES INC,SOLEMIR,MIAMI - FL,USA,2842,PREPARATIONS CHIMIQUES,5,PALETTES,TANGO III,120S,ANTILLEAN MARINE SHIPPING  CORP,1,1,0,1421,25.77389,-80.193886
71-1-431TEMTOTEQUICE24PIE-1,71,1/1/2018,1/1/2018,1,TEMCO INTERNATIONAL CORP,TOTAL HAITI SA,MIAMI - FL,USA,2894,EQUIPEMENT POUR STATION SERVICE,24,PIECES,TANGO III,120S,ANTILLEAN MARINE SHIPPING  CORP,1,1,0,2894,25.77389,-80.193886
80-2-432AGSDELVOIION1UNI-1,80,1/2/2018,1/1/2018,2,AGS FRASERS TCHAD,DELEGATION DE L'UNION EUROPEENNE EN HAITI,DOUALA,Cameroon,14900,VOITURE D'OCCASION,1,UNITES,NADJA,170R,CMA/CGM,1,1,0,7450,4.050278,9.7
89-1-431CH VALBATIES382PIE-1,89,1/2/2018,1/1/2018,1,CH ROBINSON TROJAN BATTERY INC,VALERIO CANEZ SA,SACRAMENTO - CA,USA,14480,BATTERIES,382,PIECES,NADJA,170R,CMA/CGM,1,1,0,14480,38.575764,-121.478851
99-4-434FLEUNIMATQUE80PAL-1,99,1/2/2018,1/1/2018,4,FLEUR DE LIS WORLDWIDE LLC,UNITED PLASTICS,NEW ORLEANS - LA,USA,100156,MATIERE PREMIERE POUR INDUSTRIE PLASTIQUE,80,PALETTES,NADJA,170R,CMA/CGM,1,4,0,100156,29.912724,-90.114874
108-1-431IFBCAREFFELS1LOT-1,108,1/2/2018,1/1/2018,1,IFB INTERNATIONAL FREIGHT BRIDGE,CARIMPEX,LE HAVRE,France,13930,EFFETS PERSONNELS,1,LOTS,NADJA,170R,CMA/CGM,1,1,0,13930,49.5,0.133333
118-1-431K.GORICETVES80DRU-1,118,1/2/2018,1/1/2018,1,K.G. INTERNATIONAL INC,ORIENTAL COSMETICS SA,BUSAN,South Korea,14857,"CETONE,QUINONES ET LEURS DERIVES",80,DRUMS,NADJA,170R,CMA/CGM,1,1,0,14857,35.10278,129.04028
127-2-432MR STAEFFELS1LOT-2,127,1/2/2018,1/1/2018,2,MR CASSAMAJOR MAXEAU,STAFORD HAITI,CAYENNE,Antarctica,6430,EFFETS PERSONNELS,1,LOTS,NADJA,170R,CMA/CGM,1,1,0,3215,4.9333334,-52.333332
135-2-432PARUNIEFFELS1LOT-2,135,1/2/2018,1/1/2018,2,PARTICULIER,UNION EXPRESS CARGO SERVICES,CAYENNE,Antarctica,6000,EFFETS PERSONNELS,1,LOTS,NADJA,170R,CMA/CGM,1,1,0,3000,4.9333334,-52.333332
143-1-431SOPBRAPREUES80DRU-1,143,1/2/2018,1/1/2018,1,SOPURA SA,BRASSERIE NATIONALE D'HAITI SA,ANTWERP,Belgium,19340,PREPARATIONS CHIMIQUES,80,DRUMS,NADJA,170R,CMA/CGM,1,1,0,19340,51.216667,4.416667
153-14-4314CARBRABOURRE294PAL-1,153,1/2/2018,1/1/2018,14,CARIB GLASSWORKS LTD,BRASSERIE NATIONALE D'HAITI SA,POINT LISAS,Trinidad and Tobago,310814,BOUTEILLE EN VERRE,294,PALETTES,TRINIDAD TRADER,100,SEABOARD MARINE,1,14,0,310814,10.4057,-61.4631
163-0-430PT.CARGRANEE149KG-2,163,1/3/2018,1/1/2018,0,MULTIMAS NABATI ASAHAN,CARRIBEX SA,PORT KLANG,Malaysia,3249527,GRAISSE DE PALME HYDROGENEE,1499810,KG,STOLT TENACITY,V.3HBR,PDVSA RVAM,1,0,1,1624764,3.033333,101.45
170-2-432HELFOOAIDSES538CAR-1,170,1/3/2018,1/1/2018,2,HELENG INTERNATIONAL CO LTD,FOOD FOR THE POOR,NINGBO,China,3765,AIDES HUMANITAIRES DIVERSES,538,CARTON,TRINIDAD TRADER,100E,COSCO SHIPPING,1,2,0,3765,29.878185,121.54945
178-3-433AN3CHAVOIION1UNI-1,178,1/3/2018,1/1/2018,3,AN32 AEROFRET FRANCE,CHATELAIN CARGO SERVICES INC,LE HAVRE,France,48000,VOITURE D'OCCASION,1,UNITES,TRINIDAD TRADER,100,HAPAG-LLOYD,0,1,0,16000,49.5,0.133333
186-1-431DISKAYARTRIE225BAL-1,186,1/3/2018,1/1/2018,1,DIS VINTAGE LLC,MR CHACHA SA,MIAMI - FL,USA,10125,ARTICLE DE FRIPERIE,225,BALLES,TRINIDAD TRADER,100,HAPAG-LLOYD,1,1,0,10125,25.77389,-80.193886
196-1-431NINPAOSANLES704PAQ-1,196,1/3/2018,1/1/2018,1,NINGBO DEALER WELL CO LTD,PAOLO SERVICES,NINGBO,China,21221,"SANDALES,PANTOUFLES",704,"PAQUET, COLIS",TRINIDAD TRADER,100,HAPAG-LLOYD,1,1,0,21221,29.878185,121.54945
204-1-431WILBRAAROOME3PAQ-1,204,1/3/2018,1/1/2018,1,WILD FLAVORS INC,BRASSERIE NATIONALE D'HAITI SA,MIAMI - FL,USA,12515,AROME,3,"PAQUET, COLIS",TRINIDAD TRADER,100,HAPAG-LLOYD,1,1,0,12515,25.77389,-80.193886
214-1-431BEICITEQURIE6PAQ-1,214,1/3/2018,1/1/2018,1,BEIJING SINORPO ENGINEERING TECHNOL,CITADELLE UNITED SA,TIANJIN,China,21825,EQUIPEMENT DE CIMENTERIE,6,"PAQUET, COLIS",TRINIDAD TRADER,100E,ZIM LINES,1,1,0,21825,39.142223,117.17667
222-3-433CARPAREFFELS783PIE-1,222,1/3/2018,1/1/2018,3,CARIBBEAN EXPRESS LINE,PARTICULIER,MONTREAL,Canada,36045,EFFETS PERSONNELS,783,PIECES,TRINIDAD TRADER,100E,ZIM LINES,1,3,0,36045,45.5,-73.583336
231-4-434EXPLESSAUONS467CAR-1,231,1/3/2018,1/1/2018,4,EXPORT PACKERS COMPANY LTD,LES ALIMENTS CONGELES SA,HALIFAX,Canada,53253,"SAUCISSES, SAUCISSONS",4670,CARTON,TRINIDAD TRADER,100E,ZIM LINES,1,2,0,26627,44.65,-63.6
240-2-432JOSJEAEFFELS87PIE-2,240,1/3/2018,1/1/2018,2,JOSEPH PIERRE ULRICK,JEAN CHEVALIER SANON,HALIFAX,Canada,20000,EFFETS PERSONNELS,87,PIECES,TRINIDAD TRADER,100E,ZIM LINES,1,1,0,10000,44.65,-63.6
249-1-431OUTELMFILOLE24PAL-1,249,1/3/2018,1/1/2018,1,OUTER SEAWAYS INC,ELMECO (ELECTRO MECHANICAL COMPANY),SAVANNAH - GA,USA,11426,"FIL,CABLE,CONDUCTEUR ELECTRIQUE ISOLE",24,PALETTES,TRINIDAD TRADER,100E,ZIM LINES,1,1,0,11426,32.083332,-81.1
256-1-431QINLH OIGONS140SAC-1,256,1/3/2018,1/1/2018,1,QINGDAO CINTECH INDUSTRIAL,LH COSMETIQUE,QINGDAO,China,28000,OIGNONS,1400,"SACS, SACHETS",TRINIDAD TRADER,100E,ZIM LINES,1,1,0,28000,36.09861,120.37194
266-1-431TETCANPAIAU)5PAL-1,266,1/3/2018,1/1/2018,1,TETRA PAK QUERETARO SA DE CV,CANNEX SA,VERACRUZ,Mexico,565,PAILLE ( CHALUMEAU),5,PALETTES,TRINIDAD TRADER,100E,ZIM LINES,1,1,0,565,14.916667,-88.78333
274-1-431ZHEJEUMARLES834CAR-1,274,1/3/2018,1/1/2018,1,ZHEJIANG OSEE IMPORT & EXPORT,JEUNE SHOP,NINGBO,China,11880,MARCHANDISE GENERALE,834,CARTON,TRINIDAD TRADER,100E,ZIM LINES,1,1,0,11880,29.878185,121.54945
284-1-431SHADEPARTRIE335CAR-1,284,1/3/2018,1/1/2018,1,SHANGRILA TRADING CORPORATION LTD,DEPOT NATIONAL DE CONSTRUCTION,NINGBO,China,24414,ARTICLE POUR PLOMBERIE,3355,CARTON,TAJUMULCO,751E,COSCO SHIPPING,1,1,0,24414,29.878185,121.54945
292-1-431GARANTOUTTIL138PAQ-1,292,1/3/2018,1/1/2018,1,GARDEX,ANTOINE KAWAS,NHAVA SHEVA,India,27600,"OUTIL DE TOUT TYPE, OUTIL INTERCHANGEABLE, COFFRE A OUTIL",1380,"PAQUET, COLIS",TAJUMULCO,751ESUD,HAMBURG SUD NORTH AMERICA INC.,1,1,0,27600,18.975,72.825836
302-1-431MOGCRIPREAUX130PAQ-1,302,1/3/2018,1/1/2018,1,MOGIANA ALIMENTOS SA,CRISTO SA,SANTOS,Brazil,26718,PREPARTIONS DES TYPES UTILISES POUR ALIMENTATION DES ANIMAUX,1300,"PAQUET, COLIS",TAJUMULCO,751,HAPAG-LLOYD,1,1,0,26718,-23.95,-46.333332
311-0-430NICGK SUCRES960SAC-2,311,1/5/2018,1/1/2018,0,NICARAGUA SUGAR ESTATES LIMITED,GK IMPORT EXPORT,CORINTO,Nicaragua,2570559,SUCRES,96000,"SACS, SACHETS",BALSA 93,VS065,THEBAUD STEAMSHIP AGENT,1,0,1,1285279,12.48199,-87.17336
320-1-431ARFAMBMATION60PAL-1,320,1/5/2018,1/1/2018,1,ARFRATEC,AMBASSADE DE FRANCE,PARIS,France,9800,MATERIAUX DE CONSTRUCTION,60,PALETTES,HAMMONIA PALATIUM,752A,MEDITERRANEAN SHIPPING CO,1,1,0,9800,48.864716,2.349014
330-2-432CERLA CARINE46PAL-1,330,1/5/2018,1/1/2018,2,CERAMICA PORTO FERREIRA LTDA,LA MENAGERE SA,SANTOS,Brazil,53560,"CARREAU, DALLE DE REVETEMENT, EN CERAMIQUE, MOSAIQUE, PORCELAINE",46,PALETTES,HAMMONIA PALATIUM,752A,MEDITERRANEAN SHIPPING CO,1,2,0,53560,-23.95,-46.333332
340-1-431GANUB VASINE96DRU-1,340,1/5/2018,1/1/2018,1,GANDHAR OIL REFINERY (I) LTD,UB FRAGRANCES SA,NHAVA SHEVA,India,17856,VASELINE,96,DRUMS,HAMMONIA PALATIUM,752A,MEDITERRANEAN SHIPPING CO,1,1,0,17856,18.975,72.825836
349-1-431JIATECGOMNES20SAC-1,349,1/5/2018,1/1/2018,1,JIANGYIN XINGYU NEW MATERIAL CO,TECHNOPLAS SA,SHANGHAI,China,22200,"GOMME LAQUE; GOMMES, RESINES",20,"SACS, SACHETS",HAMMONIA PALATIUM,752A,MEDITERRANEAN SHIPPING CO,1,1,0,22200,31.045555,121.39972
359-2-432LAMUNIEFFELS57PAQ-2,359,1/5/2018,1/1/2018,2,LAMOUR EUGELE,UNION EXPRESS CARGO SERVICES,MONTREAL,Canada,40120,EFFETS PERSONNELS,57,"PAQUET, COLIS",HAMMONIA PALATIUM,752A,MEDITERRANEAN SHIPPING CO,1,1,0,20060,45.5,-73.583336
367-4-434MULSODSAVTTE102CAR-1,367,1/5/2018,1/1/2018,4,MULTI COMMODITY INTERNATIONAL LTD,SODIPAL SA,BELAWAN,Indonesia,37740,SAVONS DE TOILETTE,10200,CARTON,HAMMONIA PALATIUM,752A,MEDITERRANEAN SHIPPING CO,1,4,0,37740,3.7755,98.6832
374-3-433NINLA OUVUES890CAR-2,374,1/5/2018,1/1/2018,3,NINGBO SINOVOE INTERNATIONAL CO LTD,LA MENAGERE SA,NINGBO,China,41113,OUVRAGES EN PLASTIQUES,890,CARTON,HAMMONIA PALATIUM,752A,MEDITERRANEAN SHIPPING CO,0,1,0,13704,29.878185,121.54945
384-2-432PT.CODSAVTTE700PAQ-1,384,1/5/2018,1/1/2018,2,BINA KARYA PRIMA,CODIGEL SA,JAKARTA,Indonesia,38538,SAVONS DE TOILETTE,7009,"PAQUET, COLIS",HAMMONIA PALATIUM,752A,MEDITERRANEAN SHIPPING CO,1,2,0,38538,-6.174444,106.829445
393-2-432SOUSOCVIAFRI282CAR-1,393,1/5/2018,1/1/2018,2,SOUTH FLORIDA FOODS INT'L INC,SOCIETE DE DISTRIBUTION GENERALE SA,SAVANNAH - GA,USA,25637,"VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",2826,CARTON,HAMMONIA PALATIUM,752A,MEDITERRANEAN SHIPPING CO,1,2,0,25637,32.083332,-81.1
403-4-434ZHECODNOULES304CAR-1,403,1/5/2018,1/1/2018,4,ZHEJIANG SUNSHINE CO LTD,CODIGEL SA,HANGZHOU,China,69312,NOUILLES,30400,CARTON,HAMMONIA PALATIUM,752A,MEDITERRANEAN SHIPPING CO,1,4,0,69312,30.29365,120.16142
413-1-431ALLPAREFFELS1LOT-1,413,1/5/2018,1/1/2018,1,ALLIANCE INTERNATIONAL SHIPPING LLC,PARTICULIER,PORT EVERGLADES - FL,USA,16136,EFFETS PERSONNELS,1,LOTS,PAVO J,105,"CROWLEY LINER SERVICES,INC",1,1,0,16136,26.096666,-80.1275
423-1-431KINALLLECURE50CAR-1,423,1/5/2018,1/1/2018,1,KINNOX SA,ALLIANCE DISTRIBUTION SA,RIO HAINA,Dominican Republic,7425,LECTRODE DE SOUDURE,50,CARTON,PAVO J,105,"CROWLEY LINER SERVICES,INC",1,1,0,7425,18.417,-70.017
431-5-435STABRACAIQUE250CAR-1,431,1/5/2018,1/1/2018,5,STAMPO INTERNACIONAL SA,BRASSERIE DE LA COURONNE SA,SANTO THOMAS,Guatemala,30000,CAISSE ET PALETTE PLASTIQUE,25000,CARTON,PAVO J,105,"CROWLEY LINER SERVICES,INC",1,5,0,30000,15.68666392,-88.60749757
441-1-431CHOLOGMOTTES96CAR-1,441,1/7/2018,1/1/2018,1,CHONGQING ASTRONAUTIC BASHAN MOTOCYCLE MFRG CO LTD,LOGICAL INDUSTRIES,SHANGHAI,China,12930,MOTOCYCLETTES,96,CARTON,ASTURIANO,030N,EVERGREEN,1,1,0,12930,31.045555,121.39972
451-1-431HARGROOUVUES101CAR-1,451,1/7/2018,1/1/2018,1,HARRY HYMAN & SON INC,GROUP SEHSA,CHARLESTON - SC,USA,4088,OUVRAGES EN PLASTIQUES,1016,CARTON,ASTURIANO,030N,EVERGREEN,1,1,0,4088,39.496113,-88.17611
461-2-432POWCLOMATION200CAR-2,461,1/7/2018,1/1/2018,2,POWER SUCCESS (HONG KONG) LIMITED,CLOXA IMPORT EXPORT SA,QINGDAO,China,39540,MATERIAUX DE CONSTRUCTION,2000,CARTON,ASTURIANO,030N,EVERGREEN,1,1,0,19770,36.09861,120.37194
468-1-431SINMSCPAVLES16CAR-1,468,1/7/2018,1/1/2018,1,SINOCOM GLOBAL LIMITED,MSC TRADING SA,SHANGHAI,China,24390,"PAVE, BORDURE TROTTOIR, DALLE DE PAVAGE EN PIERRES NATURELLES",16,CARTON,ASTURIANO,030N,EVERGREEN,1,1,0,24390,31.045555,121.39972
477-3-433ZHECRISAURVE558CAR-1,477,1/7/2018,1/1/2018,3,ZHEJIANG HAIXING FOODS CO LTD,CRISTO SA,NINGBO,China,68355,SAUMONS EN CONSERVE,5580,CARTON,ASTURIANO,030N,EVERGREEN,1,3,0,68355,29.878185,121.54945
483-0-430CATMTPMACENT2PIE-1,483,1/7/2018,1/1/2018,0,CATERPILLAR AMERICAS CV,MTPTC,MIAMI - FL,USA,42284,MACHINE ET MATERIEL POUR TRAVAUX PUBLIQUES ET BATIMENT,2,PIECES,HANSA FREYBURG,53,SEABOARD MARINE,1,0,1,42284,25.77389,-80.193886
491-2-432GERHAIVIAFRI309CAI-1,491,1/7/2018,1/1/2018,2,GERBER AGRI INTERNATIONAL LLC,HAITI FOOD SUPPLY SA,MIAMI - FL,USA,53385,"VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",3096,CAISSES,HANSA FREYBURG,53,SEABOARD MARINE,1,2,0,53385,25.77389,-80.193886
499-1-431MOLSODSPATTI378PAQ-1,499,1/7/2018,1/1/2018,1,MOLINO EL TRIUNFO,SODIPAL SA,CALLAO,Peru,27840,SPAGHETTI,3780,"PAQUET, COLIS",HANSA FREYBURG,53,SEABOARD MARINE,1,1,0,27840,-12.066667,-77.15
506-2-432RALCARALILES29PAL-2,506,1/7/2018,1/1/2018,2,RALEX INTERNATIONAL CORP,CARIBBEAN SUPERMARKET SA,MIAMI - FL,USA,38432,ALIMENTS CONGELES,29,PALETTES,HANSA FREYBURG,53,SEABOARD MARINE,1,1,0,19216,25.77389,-80.193886
514-4-434TALHAIVIAFRI130CAI-2,514,1/7/2018,1/1/2018,4,TALETT LLC,HAITI FOOD SUPPLY SA,MIAMI - FL,USA,94970,"VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",1300,CAISSES,HANSA FREYBURG,53,SEABOARD MARINE,1,2,0,47485,25.77389,-80.193886
523-2-432CATDINMATEAU28CAR-1,523,1/7/2018,1/1/2018,2,CATALANA DE PERFORACIONS SA,DINEPA,BARCELONA,Spain,30310,"MATERIEL POUR ASSAINISSEMENT, IRRIGATION, CANALISATION D'EAU",28,CARTON,NADJA,171R,CMA/CGM,1,2,0,30310,41.398373,2.1741
531-1-431ENELA CARINE18PAL-1,531,1/7/2018,1/1/2018,1,ENEACER SLB,LA MENAGERE SA,VALENCIA,Spain,24845,"CARREAU, DALLE DE REVETEMENT, EN CERAMIQUE, MOSAIQUE, PORCELAINE",18,PALETTES,NADJA,171R,CMA/CGM,1,1,0,24845,39.466667,-0.375
541-1-431HOOCANLAIDRE100CAR-1,541,1/7/2018,1/1/2018,1,HOOGWEGT INTERNATIONAL BV,CANNEX SA,ANTWERP,Belgium,25400,LAIT EN POUDRE,1000,CARTON,NADJA,171R,CMA/CGM,1,1,0,25400,51.216667,4.416667
549-1-431KANHAIPRERES280PAQ-1,549,1/7/2018,1/1/2018,1,KANEKA CORPORATION,HAITI CHEUNG WON SA,KOBE,Japan,12040,PREPARATIONS CAPILLAIRES,280,"PAQUET, COLIS",NADJA,171R,CMA/CGM,1,1,0,12040,34.678063,135.224541
559-1-431NOELESVIAFRI125CAR-1,559,1/7/2018,1/1/2018,1,NOELMA SA,LES ALIMENTS CONGELES SA,BUENOS AIRES,Argentina,25638,"VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",1250,CARTON,NADJA,171R,CMA/CGM,1,1,0,25638,-34.603722,-58.381592
568-2-432PT.CRISAVTTE640CAR-1,568,1/7/2018,1/1/2018,2,BUKIT PERAK,CRISTO SA,JAKARTA,Indonesia,56890,SAVONS DE TOILETTE,6400,CARTON,NADJA,171R,CMA/CGM,1,2,0,56890,-6.174444,106.829445
577-1-431SEAWINMATION493CAR-1,577,1/7/2018,1/1/2018,1,SEA CARGO SA,WINDO SA,CRISTOBAL,Panama,7153,MATERIAUX DE CONSTRUCTION,493,CARTON,NADJA,171R,CMA/CGM,1,1,0,7153,9.352222,-79.90444
587-1-431WILLESWHIRES115CAR-1,587,1/7/2018,1/1/2018,1,WILLIAM GRANT SONS DISTILLERS,LES ENTREPRISES COMMERCIALES JOSEPH NADAL SA,LIVERPOOL,England,15165,"WHISKIES, RHUM, GIN, VODKA, LIQUEURS AUTRES",1150,CARTON,NADJA,171R,CMA/CGM,1,1,0,15165,53.400002,-2.983333
595-3-433BRISUNSELIUM150SAC-1,595,1/8/2018,1/1/2018,3,BRINSA SA,SUN FOODS SA,RIO HAINA,Dominican Republic,75000,SEL ET CHLORURE DE SODIUM,1500,"SACS, SACHETS",HANSA AUGSBURG,62BIS,SEABOARD MARINE,1,3,0,75000,18.417,-70.017
604-1-431PELANTFOUEAU10PAL-1,604,1/8/2018,1/1/2018,1,PELIKAN MEXICO SA DE CV,ANTOINE KAWAS,VERACRUZ,Mexico,4927,FOURNITURES SCOLAIRES ET DE BUREAU,10,PALETTES,HANSA AUGSBURG,62BIS,SEABOARD MARINE,1,1,0,4927,14.916667,-88.78333
614-4-434GERHAIVIAFRI614CAI-1,614,1/9/2018,1/1/2018,4,GERBER AGRI INTERNATIONAL LLC,HAITI FOOD SUPPLY SA,PORT EVERGLADES - FL,USA,79102,"VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",6142,CAISSES,DELPHINUS,09S,KING OCEAN SERVICES,1,4,0,79102,26.096666,-80.1275
624-2-432ZHELA MATAGE408CAR-1,624,1/9/2018,1/1/2018,2,ZHEJIANG HENGYANG ADHESIVE PRODUCTS CO LTD,LA CONFIANCE BORLETTE,NINGBO,China,40800,MATERIEL POUR EMBALLAGE ET STOCKAGE,4080,CARTON,FALMOUTH,142,COSCO SHIPPING,1,2,0,40800,29.878185,121.54945
631-4-434PARPAREFFELS71PAQ-2,631,1/9/2018,1/1/2018,4,PARTICULIER,PARTICULIER,KINGSTON,Jamaica,28120,EFFETS PERSONNELS,71,"PAQUET, COLIS",FALMOUTH,42,HAPAG-LLOYD,1,2,0,14060,17.995147,-76.7846006
641-3-433ZHOSOGPOIRES540CAR-1,641,1/9/2018,1/1/2018,3,ZHOUSHAN YUEYANG FOOD CO LTD,SOGEDIPA SA,NINGBO,China,83700,POISSONS FRAIS OU REFRIGERES,5400,CARTON,FALMOUTH,42,HAPAG-LLOYD,1,3,0,83700,29.878185,121.54945
650-2-432ARJPB EFFELS100PIE-2,650,1/9/2018,1/1/2018,2,ARJE LOGISTICS,PB CUSTOMS SERVICES,PORT NEWARK ELIZABETH - NJ,USA,26040,EFFETS PERSONNELS,100,PIECES,FALMOUTH,42E,ZIM LINES,1,1,0,13020,40.68155,-74.1505
658-2-432CARUNIEFFELS180PIE-2,658,1/9/2018,1/1/2018,2,CARIBBEAN EXPRESS LINE,UNION EXPRESS CARGO SERVICES,HALIFAX,Canada,19780,EFFETS PERSONNELS,180,PIECES,FALMOUTH,42E,ZIM LINES,1,1,0,9890,44.65,-63.6
666-1-431EXPLESVIAEES163CAR-1,666,1/9/2018,1/1/2018,1,EXPORT PACKERS COMPANY LTD,LES ALIMENTS CONGELES SA,HALIFAX,Canada,24920,VIANDES DE PORC FRAICHES OU REFRIGEREES OU CONGELEES,1632,CARTON,FALMOUTH,42E,ZIM LINES,1,1,0,24920,44.65,-63.6
674-2-432LESUNIVOIION1UNI-1,674,1/9/2018,1/1/2018,2,LESLY JEAN BAPTISTE,UNION EXPRESS CARGO SERVICES,MONTREAL,Canada,28820,VOITURE D'OCCASION,1,UNITES,FALMOUTH,42E,ZIM LINES,1,1,0,14410,45.5,-73.583336
684-1-431SEATOPHARNGS127CAR-1,684,1/9/2018,1/1/2018,1,SEA TIDE IMPORT & EXPORT LTD,TOPCO HAITI SA,HALIFAX,Canada,28301,HARENGS,1270,CARTON,FALMOUTH,42E,ZIM LINES,1,1,0,28301,44.65,-63.6
693-3-433WORFREMATIRE96PIE-1,693,1/9/2018,1/1/2018,3,WORLD MEDICAL RELIEF TRANSPHERE INC,FREE THE CHILDREN / ENFANTS ENTRAIDE,NORFOLK - VA,USA,20206,MATERIELS POUR MEDECINE ET LABORATOIRE,96,PIECES,FALMOUTH,42E,ZIM LINES,1,3,0,20206,42.119446,-71.325554
701-0-430FREPETMAZOUT429GAL-1,701,1/9/2018,1/1/2018,0,FREEPOINT COMMODITIES LLC,PETROGAZ-HAITI SA,FREEPORT,Antarctica,0,MAZOUT,429,GALLONS,GEORGINA PG,V.94,PDVSA RVAM,1,0,1,0,26.533333,-78.7
709-1-431BROARCKLATTE1CAR-1,709,1/9/2018,1/1/2018,1,BROSAMERS BELLS,ARCHEVECHE DE PORT-AU-PRINCE,MIAMI - FL,USA,346,"KLAXON, SONNETTE",1,CARTON,TANGO III,121S,ANTILLEAN MARINE SHIPPING  CORP,1,1,0,346,25.77389,-80.193886
718-1-431COSGREPARION3PIE-1,718,1/9/2018,1/1/2018,1,COSTEX TRACTOR PARTS,GRETCO,MIAMI - FL,USA,326,"PARTIES, ACCESSOIRE VOITURE, TRACTEUR BUS DEPANEUSE CAMION",3,PIECES,TANGO III,121S,ANTILLEAN MARINE SHIPPING  CORP,1,1,0,326,25.77389,-80.193886
727-1-431FRAFRAMARLES5PAL-1,727,1/9/2018,1/1/2018,1,FRANCOIS MURAT EXCELLENT SA,FRANCOIS MURAT EXCELLENT SA,MIAMI - FL,USA,3898,MARCHANDISE GENERALE,5,PALETTES,TANGO III,121S,ANTILLEAN MARINE SHIPPING  CORP,1,1,0,3898,25.77389,-80.193886
735-3-433KINSYNFROBLE500SAC-3,735,1/9/2018,1/1/2018,3,KING DOT EXPORT LLC,SYNOR IMPORT EXPORT,MIAMI - FL,USA,63179,FROMENT DE BLE,500,"SACS, SACHETS",TANGO III,121S,ANTILLEAN MARINE SHIPPING  CORP,0,1,0,21060,25.77389,-80.193886
742-13-4313PARPARARTSON1PAL-4,742,1/9/2018,1/1/2018,13,PARTICULIER,PARTICULIER,MIAMI - FL,USA,141942,"ARTICLES, ACCESSOIRE DE MAISON",1,PALETTES,TANGO III,121S,ANTILLEAN MARINE SHIPPING  CORP,0,2,0,23657,25.77389,-80.193886
