id,fax_id,date,date2,container,shipper,consignee,port,country,weight,commodity,com_qty,com_unit,ship,voyage,carrier,shipments,container_total,shipments_vrac,weight_total,lat,lon
50442-0-430F. JIMHARCOT200SAC-1,50442,10/11/2019,10/1/2019,0,F GARCIA WHOLESALE EXPORT INC,JIMMY NAZAIRE IMP-EXP,MIAMI - FL,USA,88701,HARICOT,2000,"SACS, SACHETS",SARA EXPRESS,708S,ANTILLEAN MARINE SHIPPING  CORP,1,0,1,88701,25.77389,-80.193886
50451-0-430INTIMPPARNTE1PAL-1,50451,10/11/2019,10/1/2019,0,INTERGRAPH CORPORATION,IMPRIMERIE LE NATAL,MIAMI - FL,USA,212,PARTIE ET ACCESSOIRE POUR PHOTOCOPIEUSE ET IMPRIMANTE,1,PALETTES,SARA EXPRESS,708S,ANTILLEAN MARINE SHIPPING  CORP,1,0,1,212,25.77389,-80.193886
50460-1-431MISARCAIDSES105PIE-1,50460,10/11/2019,10/1/2019,1,MISSIONARIES OF CHARITY,ARCHEVECHE DE PORT-AU-PRINCE,MIAMI - FL,USA,9415,AIDES HUMANITAIRES DIVERSES,1053,PIECES,SARA EXPRESS,708S,ANTILLEAN MARINE SHIPPING  CORP,1,1,0,9415,25.77389,-80.193886
50464-10-4310PARPARVOIION1PIE-3,50464,10/11/2019,10/1/2019,10,PARTICULIER,PARTICULIER,MIAMI - FL,USA,132797,VOITURE D'OCCASION,1,PIECES,SARA EXPRESS,708S,ANTILLEAN MARINE SHIPPING  CORP,0,2,0,22133,25.77389,-80.193886
50473-1-431SGMVALPIEANT17PIE-1,50473,10/11/2019,10/1/2019,1,SGMO GENSET INC,VALERIO CANEZ SA,MIAMI - FL,USA,5293,PIECES POUR MATERIELS GENERATEURS DE COURANT,17,PIECES,SARA EXPRESS,708S,ANTILLEAN MARINE SHIPPING  CORP,1,1,0,5293,25.77389,-80.193886
50483-1-431WATWATAIDSES12PAQ-1,50483,10/11/2019,10/1/2019,1,WATER FOR LIFE INC,WATER FOR LIFE INC,MIAMI - FL,USA,11495,AIDES HUMANITAIRES DIVERSES,12,"PAQUET, COLIS",SARA EXPRESS,708S,ANTILLEAN MARINE SHIPPING  CORP,1,1,0,11495,25.77389,-80.193886
50493-0-430ANTFAITISILE2PAL-1,50493,10/13/2019,10/1/2019,0,ANTEX KNITTING MILLS,FAIRWAY APPAREL SA,LOS ANGELES - CA,USA,2168,TISSUS ET ETOFFES POUR INDUSTRIE TEXTILE,2,PALETTES,FOUMA,42,SEABOARD MARINE,1,0,1,2168,33.720538,-118.252984
50502-1-431ISLPAREFFELS121PIE-1,50502,10/13/2019,10/1/2019,1,ISLAND CLOTHING INDUSTRY LLC,PARTICULIER,MIAMI - FL,USA,6740,EFFETS PERSONNELS,121,PIECES,FOUMA,42,SEABOARD MARINE,1,1,0,6740,25.77389,-80.193886
50511-1-431SOUASSALILES244PIE-1,50511,10/13/2019,10/1/2019,1,SOUTH FLORIDA FOODS INT'L INC,ASSOCIATED FOOD DISTRIBUTORS SA,PORT EVERGLADES - FL,USA,21709,ALIMENTS CONGELES,2440,PIECES,FOUMA,42,SEABOARD MARINE,1,1,0,21709,26.096666,-80.1275
50518-2-432AMEJEAVOIION2UNI-1,50518,10/13/2019,10/1/2019,2,AMERICAN TRANSPORT LOGISTICS INC,JEAN CHEVALIER SANON,MONTREAL,Canada,21691,VOITURE D'OCCASION,2,UNITES,NORTHERN DEFENDER,940A,MEDITERRANEAN SHIPPING CO,0,1,0,7230,45.5,-73.583336
50528-2-432EASSOLCOMUES160DRU-1,50528,10/13/2019,10/1/2019,2,EASTERN PETROLEUM PRIVATE LIMITED,SOLEMIR,NHAVA SHEVA,India,32560,COMPOSES CHIMIQUES ORGANIQUES,160,DRUMS,NORTHERN DEFENDER,940A,MEDITERRANEAN SHIPPING CO,1,2,0,32560,18.975,72.825836
50536-1-431HANMMETIS..)832PAQ-1,50536,10/13/2019,10/1/2019,1,HANGZHOU AIFEI INTERNATIONAL TRADE,MME JACQUES GUILLIOD,SHANGHAI,China,20399,TISSU DE FIBRES SYNTHETIQUES DISCONTINUES (POLYESTER...),832,"PAQUET, COLIS",NORTHERN DEFENDER,940A,MEDITERRANEAN SHIPPING CO,1,1,0,20399,31.045555,121.39972
50545-2-432MANMIMPREUES228DRU-1,50545,10/13/2019,10/1/2019,2,MANUCHAR NV,MIMA SA,QINGDAO,China,40356,PREPARATIONS CHIMIQUES,228,DRUMS,NORTHERN DEFENDER,940A,MEDITERRANEAN SHIPPING CO,1,2,0,40356,36.09861,120.37194
50553-2-432PARJEAEFFELS152PAQ-1,50553,10/13/2019,10/1/2019,2,PARS INTERMODAL INC,JEAN CHEVALIER SANON,HALIFAX,Canada,20000,EFFETS PERSONNELS,152,"PAQUET, COLIS",NORTHERN DEFENDER,940A,MEDITERRANEAN SHIPPING CO,1,1,0,10000,44.65,-63.6
50560-1-431PT.LEOFEUERE14PAL-1,50560,10/13/2019,10/1/2019,1,WIDE ACTION,LEO LUCA SA,JAKARTA,Indonesia,27023,"FEUILLE, BANDE ET TOLE EN ACIER OU AUTRE MATIERE",14,PALETTES,NORTHERN DEFENDER,940A,MEDITERRANEAN SHIPPING CO,1,1,0,27023,-6.174444,106.829445
50570-2-432SINCANANTIES86PAL-1,50570,10/13/2019,10/1/2019,2,SINUTA,CANAL + HAITI,LE HAVRE,France,20240,"ANTENNE, ACCESSOIRE ET PARTIES",86,PALETTES,NORTHERN DEFENDER,940A,MEDITERRANEAN SHIPPING CO,1,2,0,20240,49.5,0.133333
50580-5-435ZHAISHSAURVE918CAR-1,50580,10/13/2019,10/1/2019,5,ZHANGZHOU TONGFA FOODS INDUSTRY CO LTD,ISHA FOODS CO,NINGBO,China,105570,SAUMONS EN CONSERVE,9180,CARTON,NORTHERN DEFENDER,940A,MEDITERRANEAN SHIPPING CO,1,5,0,105570,29.878185,121.54945
50585-2-432BONUNIEFFELS104LOT-2,50585,10/14/2019,10/1/2019,2,BON BINI CARGO SERVICES INC,UNION EXPRESS CARGO SERVICES,MIAMI - FL,USA,14500,EFFETS PERSONNELS,104,LOTS,AS FAUSTINA,35BIS,SEABOARD MARINE,1,1,0,7250,25.77389,-80.193886
50594-1-431DONS &TISILE761ROU-1,50594,10/14/2019,10/1/2019,1,DONGSUE LOGISTICA SOCIEDAD ANONIMA,S&H GLOBAL SA,SANTO THOMAS,Guatemala,14486,TISSUS ET ETOFFES POUR INDUSTRIE TEXTILE,761,"ROULEAUX, BOBINE",AS FAUSTINA,35BIS,SEABOARD MARINE,1,1,0,14486,15.68666392,-88.60749757
50604-2-432UNICODOEULES180CAI-1,50604,10/14/2019,10/1/2019,2,UNITED STATES EGG MARKETERS INC,CODIGEL SA,NORFOLK - VA,USA,18022,OEUFS D'OISEAUX DEPOURVUS DE LEUR COQUILLES,1806,CAISSES,AS FAUSTINA,35BIS,SEABOARD MARINE,1,2,0,18022,42.119446,-71.325554
50614-9-439MATRAZBARIUM20PAQ-1,50614,10/14/2019,10/1/2019,9,MATIERE,RAZEL HAITI,ARPAJON,France,170150,BARRES ET PROFILES EN ALUMINIUM,20,"PAQUET, COLIS",CONTSHIP PAX,0141DS,CMA/CGM,1,9,0,170150,44.90262,2.458086
50624-1-431HILPAREQUION12PIE-1,50624,10/14/2019,10/1/2019,1,HILL PHOENIX,PARTICULIER,PHOENIX - AZ,USA,10000,"EQUIPEMENT, MATERIEL DE REFRIGERATION",12,PIECES,CONTSHIP PAX,041E,COSCO SHIPPING,1,1,0,10000,33.448334,-112.07333
50634-1-431OKFSKABOISES135CAR-1,50634,10/14/2019,10/1/2019,1,OKF CORPORATION,SKANDRA SA,HONG KONG,China,18303,BOISSONS DIVERSES,1355,CARTON,CONTSHIP PAX,041E,COSCO SHIPPING,1,1,0,18303,22.283333,114.15
50644-2-432SHAREGUSTINE102CAR-1,50644,10/14/2019,10/1/2019,2,SHANGHAI LUYU IMP & EXP CORP LTD,REGIO IMPORT EXPORT,QINGDAO,China,23080,USTENSILES ET MATERIELS DE CUISINE,1025,CARTON,CONTSHIP PAX,041E,COSCO SHIPPING,1,2,0,23080,36.09861,120.37194
50653-3-433UNIDORVETILE350CAR-1,50653,10/14/2019,10/1/2019,3,UNION CARGO SA,DORNO SERVICE,MANZANILLO - PA,Panama,63191,VETEMENT DE TOUT GENRE CONFECTIONNE EN PRODUIT TEXTILE,350,CARTON,CONTSHIP PAX,041N,"CROWLEY LINER SERVICES,INC",1,2,0,31596,9.364915,-79.88098
50661-2-432BDPPACAMIINE168SAC-1,50661,10/14/2019,10/1/2019,2,BDP INTERNATIONAL LOJISTIK LTD STI,PACIFIC FOODS SA,IZMIR,Turkey,42400,"AMIDONS ET FECULES, INULINE",1680,"SACS, SACHETS",CONTSHIP PAX,041H,HAPAG-LLOYD,1,2,0,42400,38.412727,27.138376
50671-10-4310FRIANTLAICRE201CAR-1,50671,10/14/2019,10/1/2019,10,FRIESLANDCAMPINA,ANTONIO HANDAL & CO,ROTTERDAM,Netherlands,198374,LAIT CONCENTRE NON SUCRE,20160,CARTON,CONTSHIP PAX,041H,HAPAG-LLOYD,1,10,0,198374,51.916668,4.5
50681-1-431NORHAIVIAEES250CAR-1,50681,10/14/2019,10/1/2019,1,NORIDANE FOODS AS,HAITI FOOD SUPPLY SA,VIGO,Spain,26165,VIANDES DE PORC FRAICHES OU REFRIGEREES OU CONGELEES,2500,CARTON,CONTSHIP PAX,041H,HAPAG-LLOYD,1,1,0,26165,42.232822,-8.722637
50690-10-4310SREMIMPREUES121DRU-2,50690,10/14/2019,10/1/2019,10,SREE RAYALASEEMA HI-STRENGTH,MIMA SA,KURNOOL,India,250322,PREPARATIONS CHIMIQUES,121,DRUMS,CONTSHIP PAX,041H,HAPAG-LLOYD,1,5,0,125161,15.833333,78.05
50700-2-432ARKELEREFEUR159CAR-1,50700,10/14/2019,10/1/2019,2,ARKEMIX,ELECTRO REFRI SA / CASAMI,XIAMEN,China,8542,REFRIGERATEUR,159,CARTON,CONTSHIP PAX,041E,ZIM LINES,1,2,0,8542,24.479794,118.08187
50710-1-431CASEURCARINE26PAL-1,50710,10/14/2019,10/1/2019,1,CASAL GRANDE PADANA SPA,EUROCERAM PLUS SA,LIVORNO,Italy,26000,"CARREAU, DALLE DE REVETEMENT, EN CERAMIQUE, MOSAIQUE, PORCELAINE",26,PALETTES,CONTSHIP PAX,041E,ZIM LINES,1,1,0,26000,43.55,10.316667
50720-1-431PARPAREFFELS81PIE-1,50720,10/14/2019,10/1/2019,1,PARTICULIER,PARTICULIER,HALIFAX,Canada,10000,EFFETS PERSONNELS,81,PIECES,CONTSHIP PAX,041E,ZIM LINES,1,1,0,10000,44.65,-63.6
50730-1-431ZHECHETUBUES145CAR-1,50730,10/14/2019,10/1/2019,1,ZHEJIANG LEBON IMPORT & EXPORT,CHELO DEPOT,NINGBO,China,3780,"TUBE,TUYAU ET LEUR ACCESSOIRE,MATIERES PLASTIQUES",1454,CARTON,CONTSHIP PAX,041E,ZIM LINES,1,1,0,3780,29.878185,121.54945
50740-2-432ASIESGPARION161PAQ-1,50740,10/15/2019,10/1/2019,2,ASIA ELECTRONICS INDUSTRIES (HK) LTD,ESG GROUP,DALIAN,China,19165,"PARTIES, ACCESSOIRE VOITURE, TRACTEUR BUS DEPANEUSE CAMION",1619,"PAQUET, COLIS",ARKADIA,104N,EVERGREEN,1,1,0,9583,38.912224,121.60222
50750-19-4319C.ICRISUCRES190SAC-1,50750,10/15/2019,10/1/2019,19,CI DE AZUCARES Y MIELES SA,CRISTO SA,BOGOTA,Colombia,478230,SUCRES,19000,"SACS, SACHETS",ARKADIA,104N,EVERGREEN,1,19,0,478230,4.649178,-74.06283
50760-5-435ETETHETISILE721PIE-2,50760,10/15/2019,10/1/2019,5,ETERNITY INTERNATIONAL FREIGHT FORWARDERS (HK) LTD,THE WILLBES HAITIAN SA,HONG KONG,China,85017,TISSUS ET ETOFFES POUR INDUSTRIE TEXTILE,721,PIECES,ARKADIA,104N,EVERGREEN,1,3,0,42508,22.283333,114.15
50768-3-433HARGROOUVUES118CAR-1,50768,10/15/2019,10/1/2019,3,HARRY HYMAN & SON INC,GROUP SEHSA,BOSTON - MA,USA,12478,OUVRAGES EN PLASTIQUES,1187,CARTON,ARKADIA,104N,EVERGREEN,1,3,0,12478,52.983334,-0.016667
50777-1-431MOMCHEVETILE278PAQ-1,50777,10/15/2019,10/1/2019,1,MOMA GROUP LIMITED,CHELO DEPOT,MELBOURNE,Australia,15240,VETEMENT DE TOUT GENRE CONFECTIONNE EN PRODUIT TEXTILE,278,"PAQUET, COLIS",ARKADIA,104N,EVERGREEN,1,1,0,15240,-37.81394,144.96342
50787-1-431SHAVALTISILE317ROU-1,50787,10/15/2019,10/1/2019,1,SHANGHAI GRAND INTL,VALDOR APPAREL MANUFACTURING,SHANGHAI,China,7107,TISSUS ET ETOFFES POUR INDUSTRIE TEXTILE,317,"ROULEAUX, BOBINE",ARKADIA,104N,EVERGREEN,1,1,0,7107,31.045555,121.39972
50796-1-431TAXVALCHARET467PIE-1,50796,10/15/2019,10/1/2019,1,TAXTRAN LIMITED,VALERIO CANEZ SA,HONG KONG,China,11909,"CHAISE, TABOURET",467,PIECES,ARKADIA,104N,EVERGREEN,1,1,0,11909,22.283333,114.15
50806-1-431YANLOGMACRES250PAL-1,50806,10/15/2019,10/1/2019,1,YANG JI INTERNATIONAL CO LTD,LOGISTICA TOTAL,SEOUL,South Korea,9443,MACHINE A COUDRE ET A BRODER ET ACCESSOIRE,250,PALETTES,ARKADIA,104N,EVERGREEN,1,1,0,9443,37.456257,126.705208
50816-1-431SYLFRAPLAAGE26PAL-1,50816,10/15/2019,10/1/2019,1,SYLVA SP ZOO,FRATERNITE DE BOIS SA,GDYNIA,Poland,18660,PLANCHE POUR ECHAFFAUDAGE,26,PALETTES,ARKADIA,104N,HAMBURG SUD NORTH AMERICA INC.,1,1,0,18660,54.5,18.55
50826-6-436EVISOGVIAFRI150CAR-1,50826,10/15/2019,10/1/2019,6,EVIA FOODS SAS,SOGEDIPA SA,FELIXSTOWE,England,133100,"VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",15000,CARTON,ARKADIA,104N,MAERSK LINE,1,6,0,133100,51.966667,1.35
50836-1-431JIAREGPARION113CAR-1,50836,10/15/2019,10/1/2019,1,JIANGSU GREAT INDUSTRIALS GROUP CORP LTD,REGIO IMPORT EXPORT,NINGBO,China,23025,"PARTIES, ACCESSOIRE VOITURE, TRACTEUR BUS DEPANEUSE CAMION",1130,CARTON,ARKADIA,104N,MAERSK LINE,1,1,0,23025,29.878185,121.54945
50846-1-431MONCASAILILS218SAC-1,50846,10/15/2019,10/1/2019,1,MONTEALBO SA,CASSIS FRERES SA,ALGECIRAS,Spain,24260,AILS,2182,"SACS, SACHETS",ARKADIA,104N,MAERSK LINE,1,1,0,24260,36.13326,-5.45051
50856-9-439PARSOCPOIRES112CAR-1,50856,10/15/2019,10/1/2019,9,PARLEVLIET & VAN DER PLAS BV,SIPCO SA,ROTTERDAM,Netherlands,141472,POISSONS FRAIS OU REFRIGERES,11232,CARTON,ARKADIA,104N,MAERSK LINE,1,9,0,141472,51.916668,4.5
50864-3-433PERISHAILILS330SAC-2,50864,10/15/2019,10/1/2019,3,PEREGRIN ONE GARLIC SL,ISHA FOODS CO,SANTAELLA,Antarctica,70580,AILS,3300,"SACS, SACHETS",ARKADIA,104N,MAERSK LINE,1,2,0,35290,-75.2509766,-0.071389
50874-1-431SHECANEFFELS16PAL-1,50874,10/15/2019,10/1/2019,1,SHENZEN MTC CM / POUR SMARDT,CANAL + HAITI,YANTIAN,China,14282,EFFETS PERSONNELS,16,PALETTES,ARKADIA,104N,MAERSK LINE,1,1,0,14282,22.556894,114.236897
50884-1-431TLDJC APPARE1PAQ-1,50884,10/15/2019,10/1/2019,1,TLD ASIA SHANGHAI,JC INTERNATIONAL SA,SHANGHAI,China,7650,"APPARIEL AU SOL POUR PORT, AEROPORT, GARE",1,"PAQUET, COLIS",ARKADIA,104N,MAERSK LINE,1,1,0,7650,31.045555,121.39972
50893-1-431AJCLESVIAEES838CAI-1,50893,10/15/2019,10/1/2019,1,AJC INTERNATIONAL INC,LES ALIMENTS CONGELES SA,LOS ANGELES - CA,USA,25491,VIANDES DE PORC FRAICHES OU REFRIGEREES OU CONGELEES,838,CAISSES,ARKADIA,104N,SEALAND,1,1,0,25491,33.720538,-118.252984
50903-5-435HMMTASVIAFRI750CAR-1,50903,10/15/2019,10/1/2019,5,HMM INTERNATIONAL,TASHA FOOD,HOUSTON - TX,USA,142883,"VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",7500,CARTON,ARKADIA,104N,SEALAND,1,5,0,142883,29.763056,-95.36305
50911-1-431TETCANPAPUES20PAQ-1,50911,10/15/2019,10/1/2019,1,TETRA PAK QUERETARO SA DE CV,CANNEX SA,VERACRUZ,Mexico,15598,PAPIERS ET CARTONS ANTISEPTIQUES,20,"PAQUET, COLIS",ARKADIA,104N,SEALAND,1,1,0,15598,14.916667,-88.78333
50919-0-430ECUFAOMATURE14PAL-1,50919,10/15/2019,10/1/2019,0,ECU WORLDWIDE,FAO REPRESENTATIVE IN HAITI,MIAMI - FL,USA,5520,MATERIEL POUR APICULTURE,14,PALETTES,DELPHINUS,100S,KING OCEAN SERVICES,1,0,1,5520,25.77389,-80.193886
50928-1-431PARPAREFFELS300PIE-1,50928,10/15/2019,10/1/2019,1,PARTICULIER,PARTICULIER,PORT EVERGLADES - FL,USA,10860,EFFETS PERSONNELS,300,PIECES,DELPHINUS,100S,KING OCEAN SERVICES,1,1,0,5430,26.096666,-80.1275
50937-1-431CERMSCCARINE16PAL-1,50937,10/17/2019,10/1/2019,1,CERAMICA CARMELO FIOR LTDA ESTRDA,MSC TRADING SA,SANTOS,Brazil,27160,"CARREAU, DALLE DE REVETEMENT, EN CERAMIQUE, MOSAIQUE, PORCELAINE",16,PALETTES,NADJA,0RU1SR1,CMA/CGM,1,1,0,27160,-23.95,-46.333332
50945-0-430ELEHERMEDAIL44CAR-1,50945,10/17/2019,10/1/2019,0,ELERTE LABORATOIRES,HERITIERS BERTHONY VIEUX,PARIS,France,582,MEDICAMENT SOUS FORME DE DOSE (OU NON) OU POUR VENTE DETAIL,44,CARTON,NADJA,0RU1SR1,CMA/CGM,1,0,1,582,48.864716,2.349014
50955-7-437HEIBRABIERES129CAR-1,50955,10/17/2019,10/1/2019,7,HEINEKEN NEDERLAND,BRASSERIE NATIONALE D'HAITI SA,ROTTERDAM,Netherlands,170077,BIERES,12936,CARTON,NADJA,0RU1SR1,CMA/CGM,1,7,0,170077,51.916668,4.5
50965-6-436MSPTOPOIGONS985SAC-1,50965,10/17/2019,10/1/2019,6,MSP UIENHANDEL BV,TOPCO HAITI SA,ANTWERP,Belgium,174180,OIGNONS,9850,"SACS, SACHETS",NADJA,0RU1SR1,CMA/CGM,1,6,0,174180,51.216667,4.416667
50975-1-431PIVFRABOIRES32PAL-1,50975,10/17/2019,10/1/2019,1,PIVETEAU BOIS,FRATERNITE DE BOIS SA,PARIS,France,21460,"BOIS CONTRE-PLAQUES,PLAQUES,STRATIFIES SIMILAIRES",32,PALETTES,NADJA,0RU1SR1,CMA/CGM,1,1,0,21460,48.864716,2.349014
50985-3-433SEASOGVIAEES499CAR-1,50985,10/17/2019,10/1/2019,3,SEARA ALIMENTOS LTDA,SOGEDIPA SA,ITAJAI,Brazil,77711,VIANDES DE PORC FRAICHES OU REFRIGEREES OU CONGELEES,4992,CARTON,NADJA,0RU1SR1,CMA/CGM,1,3,0,77711,-26.883333,-48.65
50993-1-431TGDL'ALIVIRE22CAR-1,50993,10/17/2019,10/1/2019,1,TGD CONSOLIDATIONS ITALIA SRL,L'ABEILLE SA,LE HAVRE,France,177,"LIVRE,BROCHURE ET IMPRIME SIMILAIRE",22,CARTON,NADJA,0RU1SR1,CMA/CGM,1,1,0,177,49.5,0.133333
51003-1-431YF HONMARLES126CAR-1,51003,10/17/2019,10/1/2019,1,YF INDUSTRY AND TRADING,HONGYAN COMMERCIAL,NINGBO,China,24900,MARCHANDISE GENERALE,1265,CARTON,NADJA,0RU1SR1,CMA/CGM,1,1,0,24900,29.878185,121.54945
51013-1-431CINCARACCLE)20PIE-1,51013,10/18/2019,10/1/2019,1,CINTAS CORPORATION,CARIBBEAN ISLAND APPAREL SA,MIAMI - FL,USA,9153,ACCESSOIRE POUR 807 PLANT (INDUSTRIE TEXTILE),20,PIECES,CAMPECHE BAY,019S,ANTILLEAN MARINE SHIPPING  CORP,1,1,0,9153,25.77389,-80.193886
51022-1-431MANKENACCLE)17PIE-1,51022,10/18/2019,10/1/2019,1,MANUTECH INC,KENSCOFF MANUFACTURING,MIAMI - FL,USA,4754,ACCESSOIRE POUR 807 PLANT (INDUSTRIE TEXTILE),17,PIECES,CAMPECHE BAY,019S,ANTILLEAN MARINE SHIPPING  CORP,1,1,0,4754,25.77389,-80.193886
51029-1-431SUPQUATISILE2PAL-1,51029,10/18/2019,10/1/2019,1,SUPERIOR UNIFORM GROUP INTERNATIONAL,QUALITY SEWING MFG SA,MIAMI - FL,USA,200,TISSUS ET ETOFFES POUR INDUSTRIE TEXTILE,2,PALETTES,CAMPECHE BAY,019S,ANTILLEAN MARINE SHIPPING  CORP,1,1,0,200,25.77389,-80.193886
51037-1-431DOPMANSOL...100DRU-1,51037,10/18/2019,10/1/2019,1,DOPERCO SA,MANUFACTURE NATIONALE DE PEINTURE SA,RIO HAINA,Dominican Republic,17600,"SOLVANT ET DILUANT ORGANIQUE COMPOPSITE,ENLEVER PEINTURE...",100,DRUMS,K STORM,042N,"CROWLEY LINER SERVICES,INC",1,1,0,17600,18.417,-70.017
51046-8-438GILPALTISILE396PAQ-1,51046,10/18/2019,10/1/2019,8,GILDAN ACTIVEWEAR SRL,PALM APPAREL SA,PORT EVERGLADES - FL,USA,138406,TISSUS ET ETOFFES POUR INDUSTRIE TEXTILE,396,"PAQUET, COLIS",K STORM,042N,"CROWLEY LINER SERVICES,INC",1,8,0,138406,26.096666,-80.1275
51054-1-431MULMANRESQUE100DRU-1,51054,10/18/2019,10/1/2019,1,MULTIQUIMICA DOMINICANA SA,MANUFACTURE NATIONALE DE PEINTURE SA,RIO HAINA,Dominican Republic,21050,RESINE SYNTHETIQUE,100,DRUMS,K STORM,042N,"CROWLEY LINER SERVICES,INC",1,1,0,21050,18.417,-70.017
51060-1-431C.RLTDMATION2PIE-1,51060,10/20/2019,10/1/2019,1,C.R. LAURENCE COMPANY,LTD CONSTRUCTION SA,MIAMI - FL,USA,441,MATERIAUX DE CONSTRUCTION,2,PIECES,AS FAUSTINA,36,SEABOARD MARINE,1,1,0,441,25.77389,-80.193886
51070-1-431PARPAREFFELS9SKI-1,51070,10/20/2019,10/1/2019,1,PARTICULIER,PARTICULIER,MIAMI - FL,USA,3510,EFFETS PERSONNELS,9,"SKID, CALE, TRAINEAU",AS FAUSTINA,36,SEABOARD MARINE,1,1,0,3510,25.77389,-80.193886
51075-2-432TALHAIVIAFRI608CAR-2,51075,10/20/2019,10/1/2019,2,TALETT LLC,HAITI FOOD SUPPLY SA,MIAMI - FL,USA,47325,"VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",608,CARTON,AS FAUSTINA,36,SEABOARD MARINE,1,1,0,23663,25.77389,-80.193886
51085-2-432BRFSOCSAUONS248CAR-1,51085,10/20/2019,10/1/2019,2,BRF SA RUA JORGE TZACHEL,SOCIETE DE DISTRIBUTION GENERALE SA,ITAJAI,Brazil,56396,"SAUCISSES, SAUCISSONS",2481,CARTON,NORTHERN DEMOCRAT,941A,MEDITERRANEAN SHIPPING CO,1,1,0,28198,-26.883333,-48.65
51094-1-431HAWCUIPROUIR137PAQ-1,51094,10/20/2019,10/1/2019,1,HAWTAN LEATHERS,CUIRS HAWTAN,BOSTON - MA,USA,11777,PRODUIT CHIMIQUE POUR LA FABICATION DES OUVRAGES EN CUIR,137,"PAQUET, COLIS",NORTHERN DEMOCRAT,941A,MEDITERRANEAN SHIPPING CO,1,1,0,11777,52.983334,-0.016667
51103-5-435LINMETROUYEE40ROU-1,51103,10/20/2019,10/1/2019,5,LINYI VEGA TRADING CO LTD,METALCO SA,SHANDONG,China,141070,"ROULEAUX METALLIQUES,BANDE DEPLOYEE",40,"ROULEAUX, BOBINE",NORTHERN DEMOCRAT,941A,MEDITERRANEAN SHIPPING CO,1,5,0,141070,36.66833,116.99722
51113-1-431PMCJEAEFFELS282PAQ-1,51113,10/20/2019,10/1/2019,1,PMC TRANPORT,JEAN CHEVALIER SANON,MONTREAL,Canada,10825,EFFETS PERSONNELS,282,"PAQUET, COLIS",NORTHERN DEMOCRAT,941A,MEDITERRANEAN SHIPPING CO,1,1,0,10825,45.5,-73.583336
51123-2-432SHIISHBOURES660CAR-1,51123,10/20/2019,10/1/2019,2,SHIJIAZHUANG ZHONGYA CANDLE CO LTD,ISHA FOODS CO,HEBEI,China,35244,"BOUGIES,CHANDELLES,CIERGES,ET ARTICLES SIMILAIRES",6600,CARTON,NORTHERN DEMOCRAT,941A,MEDITERRANEAN SHIPPING CO,1,2,0,35244,39.81889,115.937225
51131-5-435AROPARBUSION1UNI-2,51131,10/21/2019,10/1/2019,5,AROMARK SHIPPING LLC,PARTICULIER,PORT NEWARK ELIZABETH - NJ,USA,31072,BUS D'OCCASION,1,UNITES,FOUMA,42BIS,SEABOARD MARINE,0,2,0,10357,40.68155,-74.1505
51140-2-432SEARENGROTIF13PIE-1,51140,10/21/2019,10/1/2019,2,SEA AIR CARGO EXPEDITORS INC,RENT PLUS,PORT EVERGLADES - FL,USA,37649,"GROUPE ELECTROGENE,CONVERTISSEUR ROTATIF",13,PIECES,FOUMA,42BIS,SEABOARD MARINE,1,2,0,37649,26.096666,-80.1275
51150-0-430CASPARVOI-UP2UNI-1,51150,10/21/2019,10/1/2019,0,CAS AUTO LLC,PARTICULIER,NAGOYA,Japan,6038,VOITURES PICK-UP,2,UNITES,HOEGH MASAN,V/146,UNITED SHIPPING AND LOGISTICS,1,0,1,3019,35.1802,136.90674
51159-0-430F/ACARVOIURE6UNI-1,51159,10/21/2019,10/1/2019,0,F/AGENTS REF.ECLA KAWASAKI,CARIBE MOTORS SA,NAGOYA,Japan,7200,VOITURE NEUVE,6,UNITES,HOEGH MASAN,V/146,UNITED SHIPPING AND LOGISTICS,1,0,1,7200,35.1802,136.90674
51168-0-430MERLESVOISUV4UNI-1,51168,10/21/2019,10/1/2019,0,MERCEDES BENZ US INTERNATIONAL INC,LES MOTEURS REUNIS,PORT EVERGLADES - FL,USA,9584,VOITURES SUV,4,UNITES,HOEGH MASAN,V/146,UNITED SHIPPING AND LOGISTICS,1,0,1,9584,26.096666,-80.1275
51177-3-433ENELA CARINE65PAL-1,51177,10/21/2019,10/1/2019,3,ENEACER SLB,LA MENAGERE SA,VALENCIA,Spain,75997,"CARREAU, DALLE DE REVETEMENT, EN CERAMIQUE, MOSAIQUE, PORCELAINE",65,PALETTES,TRINIDAD TRADER,0101DS,CMA/CGM,1,3,0,75997,39.466667,-0.375
51187-2-432IFBCAREFFELS4LOT-2,51187,10/21/2019,10/1/2019,2,IFB INTERNATIONAL FREIGHT BRIDGE,CARIMPEX,LE HAVRE,France,26920,EFFETS PERSONNELS,4,LOTS,TRINIDAD TRADER,145E,COSCO SHIPPING,1,1,0,13460,49.5,0.133333
51192-1-431PARPAREFFELS175PAQ-1,51192,10/21/2019,10/1/2019,1,PARTICULIER,PARTICULIER,MONTREAL,Canada,3830,EFFETS PERSONNELS,175,"PAQUET, COLIS",TRINIDAD TRADER,145E,COSCO SHIPPING,1,1,0,3830,45.5,-73.583336
