country,year,month,date,shipments,container_total,shipments_vrac,weight_total,
ARGENTINA,2020,Jan,1/1/2020,5,14,1,2193604.96,
ARUBA,2020,Jan,1/1/2020,1,1,0,12140,
BAHAMAS,2020,Jan,1/1/2020,2,0,2,4383548,
BELGIUM,2020,Jan,1/1/2020,16,33,1,464115.97,
BOLIVIA,2020,Jan,1/1/2020,1,2,0,34108.1,
BRAZIL,2020,Jan,1/1/2020,46,113,0,2895380.05,
CANADA,2020,Jan,1/1/2020,41,88,0,1454619.24,
CHILE,2020,Jan,1/1/2020,3,33,0,590614.93,
CHINA,2020,Jan,1/1/2020,353,719,2,12746472.42,
CHINA,2020,Jan,1/1/2020,2,5,0,128100.8,
COLOMBIA,2020,Jan,1/1/2020,39,419,1,23078057.89,
COSTA RICA,2020,Jan,1/1/2020,3,3,0,39479,
CROATIA,2020,Jan,1/1/2020,2,2,0,51140,
CUBA,2020,Jan,1/1/2020,1,1,0,12240,
DENMARK,2020,Jan,1/1/2020,3,4,0,100874.3,
DOMINICAN REPUBLIC,2020,Jan,1/1/2020,54,94,12,30500898.56,
ECUADOR,2020,Jan,1/1/2020,2,2,0,40332,
EGYPT,2020,Jan,1/1/2020,5,8,0,118235.74,
EL SALVADOR,2020,Jan,1/1/2020,2,2,0,9619.79,
ESTONIA,2020,Jan,1/1/2020,1,1,0,26000,
FRANCE,2020,Jan,1/1/2020,41,116,0,1747098.04,
FRENCH GUIANA,2020,Jan,1/1/2020,2,2,0,17210,
GERMANY,2020,Jan,1/1/2020,10,10,0,206788.5,
GREECE,2020,Jan,1/1/2020,1,1,0,1650,
GUATEMALA,2020,Jan,1/1/2020,17,81,2,1843510.5,
HONDURAS,2020,Jan,1/1/2020,19,110,1,2806798.73,
HUNGARY,2020,Jan,1/1/2020,2,2,0,48840,
INDIA,2020,Jan,1/1/2020,35,61,0,958295.31,
INDONESIA,2020,Jan,1/1/2020,12,202,0,4211827.9,
IRELAND,2020,Jan,1/1/2020,1,1,0,27532,
ITALY,2020,Jan,1/1/2020,14,29,0,450571.13,
JAMAICA,2020,Jan,1/1/2020,3,3,0,46572.38,
JAPAN,2020,Jan,1/1/2020,14,4,11,6456051.6,
LITHUANIA,2020,Jan,1/1/2020,1,1,0,25670,
LUXEMBOURG,2020,Jan,1/1/2020,1,1,0,4166,
MALAYSIA,2020,Jan,1/1/2020,4,5,0,54527.1,
MEXICO,2020,Jan,1/1/2020,22,175,0,4068505.89,
MOROCCO,2020,Jan,1/1/2020,1,1,0,11907.06,
NETHERLANDS,2020,Jan,1/1/2020,22,76,0,1310014.87,
NETHERLANDS ANTILLES,2020,Jan,1/1/2020,1.999999999,3.000000001,0,6200,
NICARAGUA,2020,Jan,1/1/2020,3,23,1,4940856.55,
NORWAY,2020,Jan,1/1/2020,2,3,0,83956.6,
PAKISTAN,2020,Jan,1/1/2020,1,31,0,808579.2,
PANAMA,2020,Jan,1/1/2020,30,55,1,819148.79,
PARAGUAY,2020,Jan,1/1/2020,1,1,0,29220,
PERU,2020,Jan,1/1/2020,17,168,0,3633030,
POLAND,2020,Jan,1/1/2020,10,17,0,437119.54,
PORTUGAL,2020,Jan,1/1/2020,1,1,0,27095,
PUERTO RICO,2020,Jan,1/1/2020,2,2,0,25944.9,
SINGAPORE,2020,Jan,1/1/2020,2,2,0,22334,
SOUTH KOREA,2020,Jan,1/1/2020,19,27,0,300445.84,
SPAIN,2020,Jan,1/1/2020,25,45,1,6050846.25,
SURINAME,2020,Jan,1/1/2020,1,1,0,9485,
SWITZERLAND,2020,Jan,1/1/2020,2,2,0,21456,
TAIWAN,2020,Jan,1/1/2020,11,106,0,2012767.27,
THAILAND,2020,Jan,1/1/2020,2,3,0,45654,
TRINIDAD AND TOBAGO,2020,Jan,1/1/2020,4,3,1,934267,
TUNISIA,2020,Jan,1/1/2020,1,0,1,27500000,
TURKEY,2020,Jan,1/1/2020,29,236,3,57982407.47,
UKRAINE,2020,Jan,1/1/2020,3,9,0,227672.4,
UNITED ARAB EMIRATES,2020,Jan,1/1/2020,2,6,0,139197.5,
UNITED KINGDOM,2020,Jan,1/1/2020,13,30,0,687180.57,
USA,2020,Jan,1/1/2020,569,1158,144,184060502.3,
VENEZUELA,2020,Jan,1/1/2020,1,1,0,4680,
VIETNAM,2020,Jan,1/1/2020,5,5,0,47341.85,
ARGENTINA,2020,Feb,2/1/2020,5,17,0,406715.56,
AUSTRALIA,2020,Feb,2/1/2020,2,2,0,26070,
AUSTRIA,2020,Feb,2/1/2020,1,1,0,4033.84,
BAHAMAS,2020,Feb,2/1/2020,1,0,1,1000363,
BELGIUM,2020,Feb,2/1/2020,32,116,0,2799167.58,
BRAZIL,2020,Feb,2/1/2020,54,157,2,12347311.25,
CANADA,2020,Feb,2/1/2020,47,85,0,1619599.99,
CHILE,2020,Feb,2/1/2020,4,28,0,552472.9,
CHINA,2020,Feb,2/1/2020,424,911,6,16845293.19,
COLOMBIA,2020,Feb,2/1/2020,55,322,3,49110637.63,
COSTA RICA,2020,Feb,2/1/2020,5,13,0,185374.68,
CUBA,2020,Feb,2/1/2020,1,0,1,41024,
DENMARK,2020,Feb,2/1/2020,1,1,0,14458.4,
DOMINICAN REPUBLIC,2020,Feb,2/1/2020,38,53,3,9478994.11,
ECUADOR,2020,Feb,2/1/2020,1,1,0,25154,
EGYPT,2020,Feb,2/1/2020,6,10,0,205591.34,
EL SALVADOR,2020,Feb,2/1/2020,5,112,0,2926480.46,
FRANCE,2020,Feb,2/1/2020,26,61,1,12928639.44,
GERMANY,2020,Feb,2/1/2020,11,25,0,502045.9,
GUATEMALA,2020,Feb,2/1/2020,20,137,2,3329329.55,
HONDURAS,2020,Feb,2/1/2020,36,218,0,5048104.24,
INDIA,2020,Feb,2/1/2020,62,168,2,3220048.4,
INDONESIA,2020,Feb,2/1/2020,23,158,2,9999346,
IRELAND,2020,Feb,2/1/2020,3,3,0,75276,
ITALY,2020,Feb,2/1/2020,7,16,0,190932.3,
JAMAICA,2020,Feb,2/1/2020,8,8,1,98564.09,
JAPAN,2020,Feb,2/1/2020,13,4,9,137776.3,
MALAYSIA,2020,Feb,2/1/2020,4,10,0,211563.2,
MEXICO,2020,Feb,2/1/2020,50,250,1,4764267.8,
NETHERLANDS,2020,Feb,2/1/2020,32,82,0,2030051.94,
NETHERLANDS ANTILLES,2020,Feb,2/1/2020,1,2,0,28590,
NICARAGUA,2020,Feb,2/1/2020,1,8,0,200840,
NORWAY,2020,Feb,2/1/2020,2,3,0,84216,
PAKISTAN,2020,Feb,2/1/2020,8,193,0,5035828.4,
PANAMA,2020,Feb,2/1/2020,36,44,0,717179.46,
PERU,2020,Feb,2/1/2020,19,245,0,5429873,
POLAND,2020,Feb,2/1/2020,8,13,0,337354,
PORTUGAL,2020,Feb,2/1/2020,2,1,1,27024015,
SOUTH KOREA,2020,Feb,2/1/2020,16,29,0,400793.06,
SPAIN,2020,Feb,2/1/2020,29,55,0,1098002.29,
SRI LANKA,2020,Feb,2/1/2020,1,2,0,55247.56,
SWEDEN,2020,Feb,2/1/2020,1,8,0,198106,
SWITZERLAND,2020,Feb,2/1/2020,1,1,0,7482,
TAIWAN,2020,Feb,2/1/2020,7,9,0,115286.24,
THAILAND,2020,Feb,2/1/2020,3,3,1,40655,
TRINIDAD AND TOBAGO,2020,Feb,2/1/2020,4,6,1,851718.8,
TURKEY,2020,Feb,2/1/2020,23,181,3,66045026.49,
UKRAINE,2020,Feb,2/1/2020,1,5,0,113003.4,
UNITED ARAB EMIRATES,2020,Feb,2/1/2020,1,1,0,7400,
UNITED KINGDOM,2020,Feb,2/1/2020,11,24,0,611050.8,
USA,2020,Feb,2/1/2020,717,1483,146,150276972.7,
VIETNAM,2020,Feb,2/1/2020,9,10,0,134462,
VIETNAM,2020,Feb,2/1/2020,2,5,0,128100.8,
ARGENTINA,2020,Mar,3/1/2020,12,34,1,9688744.5,
AUSTRIA,2020,Mar,3/1/2020,1,1,0,23555,
BANGLADESH,2020,Mar,3/1/2020,1,1,0,7117,
BARBADOS,2020,Mar,3/1/2020,1,1,0,11149.5,
BELGIUM,2020,Mar,3/1/2020,38,74,5,1858668.6,
BRAZIL,2020,Mar,3/1/2020,79,307,0,11173351.97,
CANADA,2020,Mar,3/1/2020,62,94,3,1718749.2,
CHILE,2020,Mar,3/1/2020,12,64,0,1243442.61,
CHINA,2020,Mar,3/1/2020,298,663,3,12483491.65,
COLOMBIA,2020,Mar,3/1/2020,60,483,3,40962255.71,
COSTA RICA,2020,Mar,3/1/2020,6,9,0,83915.4,
CROATIA,2020,Mar,3/1/2020,5,6,0,158951,
CUBA,2020,Mar,3/1/2020,2,2,0,23306.76,
DENMARK,2020,Mar,3/1/2020,10,10,0,188610.9,
DOMINICAN REPUBLIC,2020,Mar,3/1/2020,68,138,8,24070070.25,
ECUADOR,2020,Mar,3/1/2020,5,8,0,133718.38,
EGYPT,2020,Mar,3/1/2020,5,8,0,187571,
EL SALVADOR,2020,Mar,3/1/2020,3,28,0,727973.54,
ESTONIA,2020,Mar,3/1/2020,1,1,0,27040,
FRANCE,2020,Mar,3/1/2020,51,116,5,2329719.99,
GERMANY,2020,Mar,3/1/2020,11,19,0,426537,
GUATEMALA,2020,Mar,3/1/2020,33,121,5,7738740.13,
HONDURAS,2020,Mar,3/1/2020,33,237,0,5415205.11,
HUNGARY,2020,Mar,3/1/2020,1,1,0,24420,
INDIA,2020,Mar,3/1/2020,71,181,0,3808970.66,
INDONESIA,2020,Mar,3/1/2020,17,144,2,12202469.03,
IRELAND,2020,Mar,3/1/2020,5,7,0,129891,
ITALY,2020,Mar,3/1/2020,13,15,0,292561.87,
JAMAICA,2020,Mar,3/1/2020,13,21,0,373870.04,
JAPAN,2020,Mar,3/1/2020,14,14,9,142564,
MALAYSIA,2020,Mar,3/1/2020,9,14,0,395195.11,
MEXICO,2020,Mar,3/1/2020,65,228,2,4292460.43,
MONACO,2020,Mar,3/1/2020,1,0,1,2277,
MOROCCO,2020,Mar,3/1/2020,1,20,0,501600,
NETHERLANDS,2020,Mar,3/1/2020,37,142,1,5661603.05,
NETHERLANDS ANTILLES,2020,Mar,3/1/2020,2,2,0,27191,
NICARAGUA,2020,Mar,3/1/2020,1,1,0,18843,
NORWAY,2020,Mar,3/1/2020,2,2,0,56048,
PAKISTAN,2020,Mar,3/1/2020,3,94,0,2416800.9,
PANAMA,2020,Mar,3/1/2020,46,55,0,803075.11,
PARAGUAY,2020,Mar,3/1/2020,3,6,0,48660,
PERU,2020,Mar,3/1/2020,21,251,0,5303236.4,
POLAND,2020,Mar,3/1/2020,20,28,0,721311.34,
PORTUGAL,2020,Mar,3/1/2020,3,5,0,127842,
PUERTO RICO,2020,Mar,3/1/2020,2,4,0,21505.63,
SAUDI ARABIA,2020,Mar,3/1/2020,1,1,0,25000,
SINGAPORE,2020,Mar,3/1/2020,1,1,0,18456,
SOUTH AFRICA,2020,Mar,3/1/2020,2,5,0,118244,
SOUTH KOREA,2020,Mar,3/1/2020,28,59,0,1231260.22,
SPAIN,2020,Mar,3/1/2020,41,59,1,8374513.86,
SRI LANKA,2020,Mar,3/1/2020,1,2,0,24396.78,
SWEDEN,2020,Mar,3/1/2020,1,1,0,27254,
TAIWAN,2020,Mar,3/1/2020,9,23,0,359927.79,
THAILAND,2020,Mar,3/1/2020,1,2,0,18862,
TRINIDAD AND TOBAGO,2020,Mar,3/1/2020,14,19,1,1100981.6,
TURKEY,2020,Mar,3/1/2020,31,221,2,22415139.12,
UKRAINE,2020,Mar,3/1/2020,3,6,0,171600,
UNITED ARAB EMIRATES,2020,Mar,3/1/2020,4,4,0,70244.6,
UNITED KINGDOM,2020,Mar,3/1/2020,19,33,0,878808.54,
US VIRGIN ISLANDS,2020,Mar,3/1/2020,3,0,3,17055592,
USA,2020,Mar,3/1/2020,871,1705,201,123460008.7,
VIETNAM,2020,Mar,3/1/2020,9,40,0,590731.45,
VIETNAM,2020,Mar,3/1/2020,2,6,0,153720.96,
ANTIGUA AND BARBUDA,2020,Apr,4/1/2020,2,0,2,20085000,
ARGENTINA,2020,Apr,4/1/2020,20,48,0,1063625.06,
BELGIUM,2020,Apr,4/1/2020,39,125,2,4041989.38,
BRAZIL,2020,Apr,4/1/2020,109,335,2,13869505.23,
CANADA,2020,Apr,4/1/2020,68,95,2,27131692.76,
CHILE,2020,Apr,4/1/2020,13,42,0,861658.4,
CHINA,2020,Apr,4/1/2020,328,807,0,15462973.75,
COLOMBIA,2020,Apr,4/1/2020,49,334,3,41823877.48,
COSTA RICA,2020,Apr,4/1/2020,5,5,0,60222.78,
CROATIA,2020,Apr,4/1/2020,2,13,0,378318.63,
CYPRUS,2020,Apr,4/1/2020,1,1,0,22610,
DENMARK,2020,Apr,4/1/2020,9,11,1,224113.4,
DOMINICAN REPUBLIC,2020,Apr,4/1/2020,83,170,6,19044985.5,
ECUADOR,2020,Apr,4/1/2020,3,6,0,65701.08,
EGYPT,2020,Apr,4/1/2020,4,7,0,158106,
EL SALVADOR,2020,Apr,4/1/2020,8,108,0,2822824.34,
FRANCE,2020,Apr,4/1/2020,59,190,3,3532821.26,
FRENCH GUIANA,2020,Apr,4/1/2020,1,1,0,4760,
GERMANY,2020,Apr,4/1/2020,13,13,1,270200.94,
GUATEMALA,2020,Apr,4/1/2020,14,55,1,4824841.23,
HONDURAS,2020,Apr,4/1/2020,15,192,0,4719347.6,
HUNGARY,2020,Apr,4/1/2020,2,4,0,97680,
INDIA,2020,Apr,4/1/2020,81,454,0,10273594.2,
INDONESIA,2020,Apr,4/1/2020,35,363,2,16930596.55,
IRELAND,2020,Apr,4/1/2020,3,3,0,69857.72,
ITALY,2020,Apr,4/1/2020,11,15,0,199719.12,
IVORY COAST,2020,Apr,4/1/2020,3,4,0,69042,
JAMAICA,2020,Apr,4/1/2020,5,3,2,5660039,
JAPAN,2020,Apr,4/1/2020,6,3,4,70594,
LITHUANIA,2020,Apr,4/1/2020,1,1,0,25670,
MALAYSIA,2020,Apr,4/1/2020,5,19,0,448754.16,
MAURITANIA,2020,Apr,4/1/2020,2,2,0,58800,
MEXICO,2020,Apr,4/1/2020,50,228,0,4489409.12,
MOROCCO,2020,Apr,4/1/2020,3,5,0,51984.2,
NETHERLANDS,2020,Apr,4/1/2020,36,124,0,2677792.24,
NEW ZEALAND,2020,Apr,4/1/2020,1,1,0,8316,
NICARAGUA,2020,Apr,4/1/2020,3,2,1,7236045.92,
NORWAY,2020,Apr,4/1/2020,3,5,0,137436.68,
PAKISTAN,2020,Apr,4/1/2020,6,192,0,5007974.4,
PANAMA,2020,Apr,4/1/2020,22,31,0,490679.2,
PERU,2020,Apr,4/1/2020,15,167,0,3601912.4,
POLAND,2020,Apr,4/1/2020,25,44,0,1139083,
PUERTO RICO,2020,Apr,4/1/2020,2,2,0,17916,
SAUDI ARABIA,2020,Apr,4/1/2020,4,46,0,1032545,
SINGAPORE,2020,Apr,4/1/2020,6,9,0,78979.68,
SOUTH AFRICA,2020,Apr,4/1/2020,4,11,0,232122.34,
SOUTH KOREA,2020,Apr,4/1/2020,42,134,1,29484767.69,
SPAIN,2020,Apr,4/1/2020,45,95,0,2376638.72,
SWEDEN,2020,Apr,4/1/2020,4,5,0,123212,
SWITZERLAND,2020,Apr,4/1/2020,3,2,1,21642,
TAIWAN,2020,Apr,4/1/2020,8,109,0,2152637.72,
TANZANIA,2020,Apr,4/1/2020,1,1,0,1164,
THAILAND,2020,Apr,4/1/2020,2,2,0,24570,
TRINIDAD AND TOBAGO,2020,Apr,4/1/2020,6,12,1,1001912,
TURKEY,2020,Apr,4/1/2020,55,282,6,62156713.09,
UKRAINE,2020,Apr,4/1/2020,15,59,0,2373951.4,
UNITED ARAB EMIRATES,2020,Apr,4/1/2020,6,16,0,294277.98,
UNITED KINGDOM,2020,Apr,4/1/2020,13,19,0,432808.68,
URUGUAY,2020,Apr,4/1/2020,5,6,0,132241.97,
US VIRGIN ISLANDS,2020,Apr,4/1/2020,4,0,4,20540590,
USA,2020,Apr,4/1/2020,637,1088,164,112782338.4,
VIETNAM,2020,Apr,4/1/2020,10,14,0,106407.28,
VIETNAM,2020,Apr,4/1/2020,4,9,0,220830.76,
ARGENTINA,2020,May,5/1/2020,16,40,0,909514.25,
AUSTRIA,2020,May,5/1/2020,1,3,0,65260,
BELGIUM,2020,May,5/1/2020,28,96,0,2425950.16,
BRAZIL,2020,May,5/1/2020,91,302,4,13213339.6,
CANADA,2020,May,5/1/2020,29,64,0,1411942.16,
CHILE,2020,May,5/1/2020,7,11,0,99494.17,
CHINA,2020,May,5/1/2020,473,1090,3,37638271.53,
COLOMBIA,2020,May,5/1/2020,46,277,2,21432873.38,
COSTA RICA,2020,May,5/1/2020,7,35,0,502974.05,
CROATIA,2020,May,5/1/2020,2,7,0,200802.64,
CUBA,2020,May,5/1/2020,1,1,0,21190,
DENMARK,2020,May,5/1/2020,4,7,0,33325.6,
DOMINICAN REPUBLIC,2020,May,5/1/2020,71,122,3,18446771.93,
ECUADOR,2020,May,5/1/2020,1,1,0,24101,
EGYPT,2020,May,5/1/2020,4,12,0,179443,
EL SALVADOR,2020,May,5/1/2020,5,84,0,2081394.6,
ESTONIA,2020,May,5/1/2020,1,1,0,23166,
FRANCE,2020,May,5/1/2020,41,123,0,2526021.52,
GERMANY,2020,May,5/1/2020,13,21,0,368295.36,
GUATEMALA,2020,May,5/1/2020,14,56,0,1168006.32,
GUYANA,2020,May,5/1/2020,1,40,0,1000500,
HONDURAS,2020,May,5/1/2020,14,194,0,4790841.61,
HUNGARY,2020,May,5/1/2020,2,2,0,48840,
INDIA,2020,May,5/1/2020,59,314,0,7106457.89,
INDONESIA,2020,May,5/1/2020,44,309,2,15932528.19,
IRELAND,2020,May,5/1/2020,4,4,0,78019,
ITALY,2020,May,5/1/2020,3,3,0,38227,
JAMAICA,2020,May,5/1/2020,4,6,0,115001.9,
JAPAN,2020,May,5/1/2020,2,4,0,87330,
LEBANON,2020,May,5/1/2020,2,2,0,27513,
MALAYSIA,2020,May,5/1/2020,10,30,0,662796.12,
MEXICO,2020,May,5/1/2020,39,184,1,4135703.26,
MOROCCO,2020,May,5/1/2020,2,1,1,25772094,
NAMIBIA,2020,May,5/1/2020,1,3,0,87130,
NETHERLANDS,2020,May,5/1/2020,20,64,0,1482057.82,
NETHERLANDS ANTILLES,2020,May,5/1/2020,1,1,0,1200,
PAKISTAN,2020,May,5/1/2020,9,252,0,6526026.78,
PANAMA,2020,May,5/1/2020,22,38,1,475543.46,
PARAGUAY,2020,May,5/1/2020,1,2,0,58090,
PERU,2020,May,5/1/2020,15,95,0,2172826.92,
POLAND,2020,May,5/1/2020,8,19,0,522610.01,
PORTUGAL,2020,May,5/1/2020,1,1,0,22409,
PUERTO RICO,2020,May,5/1/2020,1,8,0,178622.46,
SAUDI ARABIA,2020,May,5/1/2020,1,2,0,50761.5,
SINGAPORE,2020,May,5/1/2020,3,32,0,779911.5,
SOUTH AFRICA,2020,May,5/1/2020,2,3,0,68840,
SOUTH KOREA,2020,May,5/1/2020,16,31,0,444000.23,
SPAIN,2020,May,5/1/2020,14,24,0,449032.28,
SWEDEN,2020,May,5/1/2020,2,3,0,68274,
SWITZERLAND,2020,May,5/1/2020,1,1,0,16968,
TAIWAN,2020,May,5/1/2020,13,33,0,528712.67,
THAILAND,2020,May,5/1/2020,3,3,0,53571,
TRINIDAD AND TOBAGO,2020,May,5/1/2020,7,12,1,704052.9,
TURKEY,2020,May,5/1/2020,40,312,2,26084492.09,
UKRAINE,2020,May,5/1/2020,2,5,0,144560,
UNITED ARAB EMIRATES,2020,May,5/1/2020,3,3,0,67097,
UNITED KINGDOM,2020,May,5/1/2020,9,17,0,443992.59,
URUGUAY,2020,May,5/1/2020,2,2,0,42200,
USA,2020,May,5/1/2020,639,1312,145,134596253.2,
VENEZUELA,2020,May,5/1/2020,1,1,0,6500,
VIETNAM,2020,May,5/1/2020,10,13,0,144037.07,
VIETNAM,2020,May,5/1/2020,4,5,0,87221.32,
ARGENTINA,2020,Jun,6/1/2020,17,41,1,1676069.16,
BARBADOS,2020,Jun,6/1/2020,1,1,0,9002.4,
BELGIUM,2020,Jun,6/1/2020,33,86,2,2105028.38,
BRAZIL,2020,Jun,6/1/2020,95,316,3,37278641.21,
CANADA,2020,Jun,6/1/2020,51,123,0,2310008.8,
CHILE,2020,Jun,6/1/2020,4,30,0,595022.45,
CHINA,2020,Jun,6/1/2020,592,1218,7,23263303.87,
COLOMBIA,2020,Jun,6/1/2020,47,272,1,18133560.37,
COSTA RICA,2020,Jun,6/1/2020,8,40,0,661896.77,
DENMARK,2020,Jun,6/1/2020,2,2,0,24390.4,
DOMINICAN REPUBLIC,2020,Jun,6/1/2020,72,227,8.999999999,26826193.39,
ECUADOR,2020,Jun,6/1/2020,2,2,0,40745.48,
EGYPT,2020,Jun,6/1/2020,3,5,0,131252,
EL SALVADOR,2020,Jun,6/1/2020,3,83,0,2179994.4,
FINLAND,2020,Jun,6/1/2020,1,0,1,10700000,
FRANCE,2020,Jun,6/1/2020,42,59,4,760382.11,
GERMANY,2020,Jun,6/1/2020,8,10,1,239818,
GUATEMALA,2020,Jun,6/1/2020,16,62,4,10745041.3,
HONDURAS,2020,Jun,6/1/2020,16,110,2,2790074.33,
HUNGARY,2020,Jun,6/1/2020,3,3,0,73780,
INDIA,2020,Jun,6/1/2020,45,133,1,2992218.42,
INDONESIA,2020,Jun,6/1/2020,34,310,3,15792164.1,
IRELAND,2020,Jun,6/1/2020,2,2,0,47595.2,
ITALY,2020,Jun,6/1/2020,5,9,0,94542.72,
IVORY COAST,2020,Jun,6/1/2020,2,2,0,41836,
JAMAICA,2020,Jun,6/1/2020,5,8,0,128707.56,
JAPAN,2020,Jun,6/1/2020,9,12,2,180028.9,
LITHUANIA,2020,Jun,6/1/2020,1,1,0,25670,
MALAYSIA,2020,Jun,6/1/2020,7,19,0,444308.9,
MEXICO,2020,Jun,6/1/2020,62,233,0,4804447.64,
NETHERLANDS,2020,Jun,6/1/2020,20,86,0,1920075.1,
NETHERLANDS ANTILLES,2020,Jun,6/1/2020,1,1,0,2650,
NICARAGUA,2020,Jun,6/1/2020,3,2,1,4691335.3,
NORWAY,2020,Jun,6/1/2020,2,2,0,53708.64,
PAKISTAN,2020,Jun,6/1/2020,1,47,0,1225910.4,
PANAMA,2020,Jun,6/1/2020,31,47,1,951603.64,
PARAGUAY,2020,Jun,6/1/2020,1,1,0,28920,
PERU,2020,Jun,6/1/2020,11,34,0,671134,
POLAND,2020,Jun,6/1/2020,17,42,0,1148893.2,
PUERTO RICO,2020,Jun,6/1/2020,2,1,1,20215678.2,
SAUDI ARABIA,2020,Jun,6/1/2020,1,4,0,102821,
SCOTLAND,2020,Jun,6/1/2020,1,1,0,24000,
SINGAPORE,2020,Jun,6/1/2020,4,7,0,38770.75,
SOUTH AFRICA,2020,Jun,6/1/2020,2,2,0,22678.79,
SOUTH KOREA,2020,Jun,6/1/2020,25,42,1,610092.58,
SPAIN,2020,Jun,6/1/2020,17,54,0,1106350.86,
SWITZERLAND,2020,Jun,6/1/2020,2,3,0,44729,
TAIWAN,2020,Jun,6/1/2020,10,88,0,1715715.17,
THAILAND,2020,Jun,6/1/2020,5,33,0,526666,
TRINIDAD AND TOBAGO,2020,Jun,6/1/2020,4,3,1,817356,
TURKEY,2020,Jun,6/1/2020,53,370,5,96903645.94,
UKRAINE,2020,Jun,6/1/2020,1,0,1,463565,
UNITED ARAB EMIRATES,2020,Jun,6/1/2020,2,2,0,29660,
UNITED KINGDOM,2020,Jun,6/1/2020,8,15,0,366821,
URUGUAY,2020,Jun,6/1/2020,3,3,0,71407.78,
USA,2020,Jun,6/1/2020,745,1458,164,103978923.9,
VENEZUELA,2020,Jun,6/1/2020,1,1,0,4428,
VIETNAM,2020,Jun,6/1/2020,10,11,1,109968.7,
VIETNAM,2020,Jun,6/1/2020,7,14,0,316591.1,
ARGENTINA,2020,Jul,7/1/2020,11,18,1,4718135.55,
AUSTRIA,2020,Jul,7/1/2020,2,5,0,114603.06,
BAHAMAS,2020,Jul,7/1/2020,1,1,0,9470,
BELGIUM,2020,Jul,7/1/2020,21,90,0,2243794.68,
BRAZIL,2020,Jul,7/1/2020,71,385,0,9904015.7,
CANADA,2020,Jul,7/1/2020,62,160,2,26039565.85,
CHILE,2020,Jul,7/1/2020,3,7,0,44307.12,
CHINA,2020,Jul,7/1/2020,635,1372,4,54066441.66,
COLOMBIA,2020,Jul,7/1/2020,37,176,3,33166799.54,
COSTA RICA,2020,Jul,7/1/2020,6,11,0,151108.33,
CROATIA,2020,Jul,7/1/2020,1,1,0,25305.15,
CUBA,2020,Jul,7/1/2020,2,2,0,37788,
DENMARK,2020,Jul,7/1/2020,7,8,0,68813.48,
DOMINICAN REPUBLIC,2020,Jul,7/1/2020,64,145,4,16080801.47,
ECUADOR,2020,Jul,7/1/2020,4,6,0,96289.7,
EGYPT,2020,Jul,7/1/2020,4,8,0,185737,
EL SALVADOR,2020,Jul,7/1/2020,8,60,0,1574450.06,
ESTONIA,2020,Jul,7/1/2020,3,3,0,72540,
FINLAND,2020,Jul,7/1/2020,1,1,0,26075,
FRANCE,2020,Jul,7/1/2020,46,150,0,2876112.86,
GERMANY,2020,Jul,7/1/2020,9,19,0,407115.9,
GUATEMALA,2020,Jul,7/1/2020,16,28,1,467374.12,
GUYANA,2020,Jul,7/1/2020,2,21,0,568080,
HONDURAS,2020,Jul,7/1/2020,30,172,0,4034871.08,
INDIA,2020,Jul,7/1/2020,66,209,0,4435360,
INDONESIA,2020,Jul,7/1/2020,27,172,2,13243373.11,
IRELAND,2020,Jul,7/1/2020,1,1,0,22536,
ITALY,2020,Jul,7/1/2020,16,20,0,255649.91,
JAMAICA,2020,Jul,7/1/2020,1,1,0,25235,
JAPAN,2020,Jul,7/1/2020,12,6,6,153431,
LUXEMBOURG,2020,Jul,7/1/2020,1,4,0,95898.72,
MALAYSIA,2020,Jul,7/1/2020,12,25,0,580537.95,
MARTINIQUE,2020,Jul,7/1/2020,0.999999999,3,0,26960,
MEXICO,2020,Jul,7/1/2020,36,128,0,2664377.26,
NETHERLANDS,2020,Jul,7/1/2020,20,42,1,2787299.02,
NETHERLANDS ANTILLES,2020,Jul,7/1/2020,1,1,0,6015,
NEW ZEALAND,2020,Jul,7/1/2020,2,2,0,22032.16,
NICARAGUA,2020,Jul,7/1/2020,6,6,0,73323.77,
NORWAY,2020,Jul,7/1/2020,1,3,0,82500,
PAKISTAN,2020,Jul,7/1/2020,1,50,0,1304160,
PANAMA,2020,Jul,7/1/2020,33,49,0,714402,
PERU,2020,Jul,7/1/2020,18,174,0,3675757,
POLAND,2020,Jul,7/1/2020,19,29,0,790826.5,
PORTUGAL,2020,Jul,7/1/2020,3,3,0,64535,
PUERTO RICO,2020,Jul,7/1/2020,3,1,2,41952579.99,
ROMANIA,2020,Jul,7/1/2020,1,1,0,3028,
SAUDI ARABIA,2020,Jul,7/1/2020,2,6,0,144417,
SCOTLAND,2020,Jul,7/1/2020,1,1,0,24000,
SINGAPORE,2020,Jul,7/1/2020,4,8,0,179774,
SOUTH KOREA,2020,Jul,7/1/2020,18,40,0,615188.09,
SPAIN,2020,Jul,7/1/2020,27,51,0,1115424.94,
SWITZERLAND,2020,Jul,7/1/2020,1,1,0,17641.98,
TAIWAN,2020,Jul,7/1/2020,7,10,0,139019.98,
THAILAND,2020,Jul,7/1/2020,2,3,0,35459.44,
TRINIDAD AND TOBAGO,2020,Jul,7/1/2020,7,9,1,866343,
TURKEY,2020,Jul,7/1/2020,36,398,8,109177426.2,
UKRAINE,2020,Jul,7/1/2020,5,10,0,255072.4,
UNITED ARAB EMIRATES,2020,Jul,7/1/2020,1,6,0,133380,
