id,fax_id,date,container,shipper,consignee,port,country2,weight,commodity,com_qty,com_unit,ship,voyage,carrier,shipments,container_total,shipments_vrac,weight_total,lat,lon
7466-1-431HAWCUIPEAINS20PAQ-1,7466,4/13/2018,1,HAWTAN LEATHERS,CUIRS HAWTAN,HOUSTON - TX,USA,18892.12,PEAUX DE CAPRINS,20,"PAQUET, COLIS",HAMMONIA PALATIUM,813A,MEDITERRANEAN SHIPPING CO,1,1,0,18892.12,29.763056,-95.36305
7546-2-432CHACHAMATION672PIE-1,7546,4/15/2018,2,CHATELAIN CARGO SERVICES INC,CHATELAIN CARGO SERVICES INC,HOUSTON - TX,USA,33112.24,MATERIAUX DE CONSTRUCTION,672,PIECES,CFS PANJANG,68,SEABOARD MARINE,1,2,0,33112.24,29.763056,-95.36305
7630-13-4313CERLA CARINE193PAL-1,7630,4/15/2018,13,CERAMICA FORMIGRES LTDA,LA MENAGERE SA,SANTOS,BRAZIL,345859.2,"CARREAU, DALLE DE REVETEMENT, EN CERAMIQUE, MOSAIQUE, PORCELAINE",193,PALETTES,CFS PANJANG,68E,ZIM LINES,1,13,0,345859.2,-23.95,-46.333332
7724-1-431VESSOGSAUONS269CAR-1,7724,4/16/2018,1,VESTEY FOODS INTERNATIONAL LTD,SOGEDIPA SA,GDANSK,POLAND,28800,"SAUCISSES, SAUCISSONS",2696,CARTON,CONTSHIP RAY,044N,MAERSK LINE,1,1,0,28800,54.36085,18.65829
7814-1-431LUFELMMATRES29PIE-1,7814,4/16/2018,1,LUFRAN INTERNATIONAL CORP,ELMECO (ELECTRO MECHANICAL COMPANY),MIAMI - FL,USA,9499,MATERIELS ELECTRIQUES ET ACCESSOIRE,29,PIECES,PEPIN EXPRESS,119S,ANTILLEAN MARINE SHIPPING  CORP,1,1,0,9499,25.77389,-80.193886
7892-1-431PLACAROUVUES110PAL-1,7892,4/18/2018,1,PLASTICOS RIMAX SA,CARRIBEX SA,BUENAVENTURA,COLOMBIA,2200,OUVRAGES EN PLASTIQUES,1100,PALETTES,CONTSHIP RAY,044N,EVERGREEN,1,1,0,2200,3.880099,-77.031166
7988-1-431CPGAMBMATURE328PIE-1,7988,4/20/2018,1,CPG GROUP CORP,AMBIANCE AND CREATION,MIAMI - FL,USA,8482,MATIERES PREMIERES POUR INDUSTRIE DE FABRICATION DE PEINTURE,328,PIECES,PEPIN EXPRESS,120S,ANTILLEAN MARINE SHIPPING  CORP,1,1,0,8482,25.77389,-80.193886
8074-5-435LUOVALRECMES385PIE-1,8074,4/20/2018,5,LUOYANG YISHENGDA IMP & EXP CO LTD,VALERIO CANEZ SA,NINGBO,CHINA,106173,"RECIPIENT, RESERVOIR A GAZ LIQUEFIES OU COMPRIMES",385,PIECES,SANDWIG,184RUR,CMA/CGM,0.5,2.5,0,53086.5,29.878185,121.54945
8159-5-435GILPALTISILE41PAQ-2,8159,4/22/2018,5,GILDAN DOMIN.REP TEXTILE COMPANY IN,PALM APPAREL SA,RIO HAINA,DOMINICAN REPUBLIC,90557,TISSUS ET ETOFFES POUR INDUSTRIE TEXTILE,41,"PAQUET, COLIS",VEGA SACHSEN,30,"CROWLEY LINER SERVICES,INC",0.5,2.5,0,45278.5,18.417,-70.017
8240-2-432MABVALFOUGER168CAR-1,8240,4/23/2018,2,MABE SA DE CV,VALERIO CANEZ SA,VERACRUZ,MEXICO,6812,FOUR MENAGER,168,CARTON,HANSA FREYBURG,60BIS,SEABOARD MARINE,1,2,0,6812,14.916667,-88.78333
8330-1-431LUOVALMEU..)529CAR-1,8330,4/26/2018,1,LUOYANG YISHENGDA IMP & EXP CO LTD,VALERIO CANEZ SA,QINGDAO,CHINA,20520,"MEUBLES ET LEURS PARTIES (MOBILIER DE BUREAU,CHAMBRE...)",529,CARTON,CONTSHIP RAY,045N,EVERGREEN,1,1,0,20520,36.09861,120.37194
8425-6-436FOOFOOAIDSES125PAQ-1,8425,4/27/2018,6,FOOD FOR THE POOR,FOOD FOR THE POOR,SAVANNAH - GA,USA,52108,AIDES HUMANITAIRES DIVERSES,125,"PAQUET, COLIS",SANDWIG,185R,CMA/CGM,1,6,0,52108,32.083332,-81.1
8515-10-4310NORHUIHARCOT180SAC-1,8515,4/29/2018,10,NORTHERN SUNSHINE FARMS,HUILERIES HAITIENNES SA,MIAMI - FL,USA,136080,HARICOT,18000,"SACS, SACHETS",HANSA FREYBURG,61,SEABOARD MARINE,1,10,0,136080,25.77389,-80.193886
8606-2-432SHEBERVENION445CAR-1,8606,4/30/2018,2,SHENZHEN GRANDWAY INTERNATIONAL,BERTHA SHOP,DALIAN,CHINA,25110,"VENTILATEUR, APPAREIL DE VENTILATION",445,CARTON,CFS PACORA,296E,ZIM LINES,1,2,0,25110,38.912224,121.60222
8699-0-430PUTISLBOINTE97PAQ-1,8699,5/2/2018,0,PUTNAM LUMBER AND EXPORT CO,ISLAND DISTRIBUTION SA,PORT ALABAMA - AL,USA,177125,BOIS DE CHARPENTE,97,"PAQUET, COLIS",JULIE C,OCC1759,AGENCE MARITIMES REUNIES,1,0,1,177125,30.694166,-88.04305
8791-2-432Y AISHCOUEBE262CAR-1,8791,5/3/2018,2,Y AND Y (HOLDINGS) COMPANY LTD,ISHA FOODS CO,HONG KONG,CHINA,17353.2,COUCHE POUR BEBE,2624,CARTON,CONTSHIP RAY,046N,EVERGREEN,1,2,0,17353.2,22.283333,114.15
8885-0-430DADTROINSIDE10DRU-1,8885,5/4/2018,0,DADE SKY TRADING COMPANY INC,TROPIC SA,MIAMI - FL,USA,2206,"INSECTICIDES,ANTIRONGEUR,FONGICIDE,HERBICIDE",10,DRUMS,HABIB EXPRESS,424S,ANTILLEAN MARINE SHIPPING  CORP,1,0,1,2206,25.77389,-80.193886
8974-1-431STEDYNFOUEAU37PAQ-1,8974,5/4/2018,1,STEELCASE INTERNATIONAL,DYNAMIC ENTERPRISES,PORT EVERGLADES - FL,USA,1011.77,FOURNITURES SCOLAIRES ET DE BUREAU,37,"PAQUET, COLIS",VEGA SACHSEN,34,"CROWLEY LINER SERVICES,INC",1,1,0,1011.77,26.096666,-80.1275
9071-1-431INTEKOMARLES55PIE-1,9071,5/5/2018,1,INTERPORT LOGISTICS LLC,EKO DEPOT SA,MIAMI - FL,USA,12312,MARCHANDISE GENERALE,55,PIECES,PEPIN EXPRESS,122S,ANTILLEAN MARINE SHIPPING  CORP,1,1,0,12312,25.77389,-80.193886
9149-1-431LIVASSJUSMES360CAR-1,9149,5/6/2018,1,LIVSMART AMERICAS SA DE C.V,ASSOCIATED FOOD DISTRIBUTORS SA,SANTO THOMAS,GUATEMALA,20131.2,JUS DE FRUITS ET DE LEGUMES,3600,CARTON,HANSA AUGSBURG,71,SEABOARD MARINE,1,1,0,20131.2,15.68666392,-88.60749757
9237-3-433PARJEAEFFELS700PIE-2,9237,5/7/2018,3,PARTICULIER,JEAN CHEVALIER SANON,MONTREAL,CANADA,33068,EFFETS PERSONNELS,700,PIECES,CFS PAGOLA,178,ZIM LINES,0.333333333,1,0,11022.66667,45.5,-73.583336
9319-3-433RAZRAZMACENT25PIE-1,9319,5/9/2018,3,RAZEL BEC,RAZEL BEC,LE HAVRE,FRANCE,50285,MACHINE ET MATERIEL POUR TRAVAUX PUBLIQUES ET BATIMENT,25,PIECES,CFS PAFILIA,186RUR,CMA/CGM,0.333333333,1,0,16761.66667,49.5,0.133333
9402-6-436PARJEAEFFELS974PAQ-2,9402,5/9/2018,6,PARTICULIER,JEAN CHEVALIER SANON,MONTREAL,CANADA,20000,EFFETS PERSONNELS,974,"PAQUET, COLIS",MSC BELLE,815R,MEDITERRANEAN SHIPPING CO,0.5,3,0,10000,45.5,-73.583336
9492-1-431T. AUTGROTIF15UNI-1,9492,5/11/2018,1,T. CHATANI & CO LTD,AUTOMECA,OSAKA,JAPAN,11865,"GROUPE ELECTROGENE,CONVERTISSEUR ROTATIF",15,UNITES,X-PRESS IRAZU,21,HAPAG-LLOYD,1,1,0,11865,35.95,137.26666
9577-20-4320KOKLA CAHTES218CAR-1,9577,5/11/2018,20,KOKUYO RIDDHI PAPER PRODUCT PVT LTD,LA MENAGERE SA,THANE GOA,INDIA,383574,"CAHIER, AGENDA, BLOC-NOTES",21800,CARTON,X-PRESS IRAZU,021E,MEDITERRANEAN SHIPPING CO,1,20,0,383574,19.21833,72.978088
9660-3-433CONLESPANRES1PIE-3,9660,5/13/2018,3,CONCEPT IN FREIGHT,LES ENTREPRISES PLASTECH HAITI SA,MIAMI - FL,USA,3238.67,"PANNEAUX D'ISOLATION POUR TOIT,MUR ET ACCESSOIRE",1,PIECES,HANSA FREYBURG,62,SEABOARD MARINE,0.166666667,0.5,0,539.7783333,25.77389,-80.193886
9746-1-431NARENMTABLEC14PAQ-1,9746,5/14/2018,1,NARCISO A. GOTTER CUIT,ENMARCOLDA SA,BUENOS AIRES,ARGENTINA,3900,"TABLEAU, PANNEAU, PUPITRE POUR COMMANDE ET DISTRIBUTION ELEC",14,"PAQUET, COLIS",JACOB,818A,MEDITERRANEAN SHIPPING CO,1,1,0,3900,-34.603722,-58.381592
9833-1-431HANHAYPYLIER8PIE-1,9833,5/15/2018,1,HANSEATIC CONTAINER LINE,HAYTIAN TRACTOR EQUIPMENT,PORT NEWARK ELIZABETH - NJ,USA,6695,"PYLONE,TOUR ECLAIRE OU NON EN FONTE, FER, ACIER",8,PIECES,X-PRESS IRAZU,021H,HAPAG-LLOYD,1,1,0,6695,40.68155,-74.1505
9927-1-431B. SOGVIAFRI180CAR-1,9927,5/16/2018,1,B. TERFLOTH & CO (USA) INC,SOGEDIPA SA,SAVANNAH - GA,USA,24494,"VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",1800,CARTON,CFS PACORA,297E,ZIM LINES,1,1,0,24494,32.083332,-81.1
10019-1-431YIWA PVASASE420CAR-1,10019,5/16/2018,1,YIWU WEIDA IMP AND EXP CO LTD,A PETIT PRIX,SHANGHAI,CHINA,4800,VASE,420,CARTON,VEGA OMEGA,770E,COSCO SHIPPING,1,1,0,4800,31.045555,121.39972
10105-3-433ETEHANMACIRE9PAQ-2,10105,5/20/2018,3,ETERNITY INTERNATIONAL FREIGHT FORWARDERS (HK) LTD,HANSAE HAITI SA,BUSAN,SOUTH KOREA,33783,"MACHINE ET APPARIEL POUR INDUSTRIE TEXTILE,LEUR ACCESSOIRE",9,"PAQUET, COLIS",CONTSHIP RAY,048N,MAERSK SEALAND,0.5,1.5,0,16891.5,35.10278,129.04028
10190-3-433WALSOGVIAFRI420CAR-1,10190,5/20/2018,3,WALTKOCH LTD,SOGEDIPA SA,MIAMI - FL,USA,76206,"VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",4200,CARTON,HANSA AUGSBURG,72,SEABOARD MARINE,1,3,0,76206,25.77389,-80.193886
10281-2-432HERDISHUIEUR326CAI-1,10281,5/22/2018,2,HERRERO SONS CORP,DISTRIBUTION PARTS & CO SA,MIAMI - FL,USA,35490,"HUILES LUBRIFIANTES, DE PETROLE POUR MOTEUR",3260,CAISSES,HABIB EXPRESS,427S,ANTILLEAN MARINE SHIPPING  CORP,1,2,0,35490,25.77389,-80.193886
10369-2-432CHEANTPNETTE120CAR-1,10369,5/22/2018,2,CHENG SHIN RUBBER XIAMEN,ANTOINE KAWAS,XIAMEN,CHINA,36617.6,PNEUMATIQUES NEUFS POUR MOTOCYCLETTE,1208,CARTON,WINCHESTER STRAIT,03S,CMA/CGM,1,2,0,36617.6,24.479794,118.08187
10462-0-430OREPARVOIION3UNI-1,10462,5/22/2018,0,ORELIEN FELIX,PARTICULIER,WILLEMSTAD,NETHERLANDS ANTILLES,2950,VOITURE D'OCCASION,3,UNITES,WINCHESTER STRAIT,03S,CMA/CGM,0.5,0,0.5,1475,12.1084,-68.93354
10550-1-431JINRJMAILILS254SAC-1,10550,5/23/2018,1,JINXIANG INFARM FRUITS & VEGETABLES CO LTD,RJM SA,QINGDAO,CHINA,28200,AILS,2545,"SACS, SACHETS",CFS PAGOLA,179,HAPAG-LLOYD,1,1,0,28200,36.09861,120.37194
10647-1-431PT.CRISAVTTE272CAR-1,10647,5/24/2018,1,BUKIT PERAK,CRISTO SA,JAKARTA,INDONESIA,28156,SAVONS DE TOILETTE,2720,CARTON,YERUPAJA,771EA,MEDITERRANEAN SHIPPING CO,1,1,0,28156,-6.174444,106.829445
10729-2-432CENSOGVIAFRI186PIE-1,10729,5/26/2018,2,CENTRAL INTERNATIONAL CO LLC,SOGEDIPA SA,PORT NEWARK ELIZABETH - NJ,USA,50825.88,"VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",1868,PIECES,VEGA SACHSEN,38,"CROWLEY LINER SERVICES,INC",0.5,1,0,25412.94,40.68155,-74.1505
10816-2-432CHACHAEFFELS525PIE-1,10816,5/27/2018,2,CHATELAIN CARGO SERVICES INC,CHATELAIN CARGO SERVICES INC,MIAMI - FL,USA,22744.37,EFFETS PERSONNELS,525,PIECES,HANSA FREYBURG,63,SEABOARD MARINE,0.333333333,0.666666667,0,7581.456667,25.77389,-80.193886
10903-12-4312TUXCHABARGEE120ROU-1,10903,5/28/2018,12,TUXOR SPA-VIA DELLA ROCA,CHATELAIN CARGO SERVICES INC,TURIN,ITALY,356472,"BARRE EN FER OU ACIER NON ALLIES,FORGEE",120,"ROULEAUX, BOBINE",TAJUMULCO,772ESUD,HAMBURG SUD NORTH AMERICA INC.,1,12,0,356472,45.05,7.666667
10992-1-431PARDANVIAFRI280CAR-1,10992,5/29/2018,1,PARTNERS NETWORK BV,DANG IMPORT EXPORT,ROTTERDAM,NETHERLANDS,29200,"VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",2800,CARTON,CFS PAFILIA,188RUR,CMA/CGM,1,1,0,29200,51.916668,4.5
11084-1-431LAPPARPRESES2PIE-1,11084,5/30/2018,1,LAPARKAN TRADING LTD,PARTICULIER,PORT EVERGLADES - FL,USA,294.84,PREPARATIONS ALIMENTAIRES DIVERSES,2,PIECES,DELPHINUS,28S,KING OCEAN SERVICES,1,1,0,294.84,26.096666,-80.1275
11172-2-432INTCLOMATION52PIE-1,11172,6/1/2018,2,INTERPORT LOGISTICS LLC,CLOXA IMPORT EXPORT SA,MIAMI - FL,USA,18988,MATERIAUX DE CONSTRUCTION,52,PIECES,SARA REGINA,100S,ANTILLEAN MARINE SHIPPING  CORP,1,2,0,18988,25.77389,-80.193886
11261-5-435ETEHANMACIRE321PAQ-1,11261,6/3/2018,5,ETERNITY INTERNATIONAL FREIGHT FORWARDERS (HK) LTD,HANSAE HAITI SA,BUSAN,SOUTH KOREA,92242,"MACHINE ET APPARIEL POUR INDUSTRIE TEXTILE,LEUR ACCESSOIRE",321,"PAQUET, COLIS",CONTSHIP RAY,050N,MAERSK LINE,1,5,0,92242,35.10278,129.04028
11345-5-435BRICARHARCOT500SAC-1,11345,6/3/2018,5,BRITISH AMERICAN SHIPPING,CARIMPEX,NINGBO,CHINA,113680,HARICOT,5000,"SACS, SACHETS",TAMPA TRADER,101,HAPAG-LLOYD,1,5,0,113680,29.878185,121.54945
11423-1-431SECAUTAPPNCE2PAQ-1,11423,6/4/2018,1,SECTUS TECHNOLOGIES INC,AUTORITE AEROPORTUAIRE NATIONA (AAN),QUEBEC,CANADA,1093,"APPAREILS DE SECURITE, DE SURVEILLANCE",2,"PAQUET, COLIS",SONDERBORG,3,HAPAG-LLOYD,1,1,0,1093,46.8,-71.25
11510-0-430BAJPARBUSION11UNI-1,11510,6/4/2018,0,BAJAKO INTERNATIONAL CO,PARTICULIER,KOBE,JAPAN,21160,BUS D'OCCASION,11,UNITES,SUKUSA EXPRESS,V/8,UNITED SHIPPING AND LOGISTICS,1,0,1,21160,34.678063,135.224541
11605-3-433FOGBRAREFEUR153PAQ-1,11605,6/5/2018,3,FOGEL DE CENTROAMERICA SA,BRASSERIE NATIONALE D'HAITI SA,PORT EVERGLADES - FL,USA,19584,REFRIGERATEUR,153,"PAQUET, COLIS",VEGA OMEGA,773,HAPAG-LLOYD,1,3,0,19584,26.096666,-80.1275
11696-2-432MANPIETUB...63CAR-1,11696,6/7/2018,2,MANUCHAR STEEL NV,PIERRE THEARD IMP-EXP,ANTWERP,BELGIUM,48280,"TUBES,TUYAUX ET PROFILES CREUX EN FER, ACIER...",63,CARTON,CONTSHIP RAY,050N,EVERGREEN,1,2,0,48280,51.216667,4.416667
11789-2-432MANHERVIAFRI300CAR-1,11789,6/8/2018,2,MANDS INTERNATIONAL DISTRIBUTORS INC,HERBY FOOD,MIAMI - FL,USA,57153.22,"VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",3000,CARTON,CFS PAFILIA,189RUR,CMA/CGM,1,2,0,57153.22,25.77389,-80.193886
11885-2-432LARPREMACMER47PIE-2,11885,6/8/2018,2,LARRY & ASSOCIATES INC,PRESSES NATIONAL D'HAITI,MIAMI - FL,USA,18004,MACHINES ET APPPAREILS A IMPRIMER,47,PIECES,SARA REGINA,101S,ANTILLEAN MARINE SHIPPING  CORP,0.5,1,0,9002,25.77389,-80.193886
11971-1-431YIWLA RECQUE938CAR-1,11971,6/10/2018,1,YIWU SHUANGJIE DAILY GENERAL MERCHANDISE LIMITED,LA MENAGERE SA,HANGZHOU,CHINA,27742,RECIPIENT EN PLASTIQUE,938,CARTON,AS CLEOPATRA,822A,MEDITERRANEAN SHIPPING CO,0.333333333,0.333333333,0,9247.333333,30.29365,120.16142
12053-1-431STACRECUPIER316CAR-1,12053,6/11/2018,1,STANPAC INC,CREME CAPRICES,PORT NEWARK ELIZABETH - NJ,USA,3508.14,CUP ET GOBELET EN PAPIER,316,CARTON,HANSA AUGSBURG,73BIS,SEABOARD MARINE,1,1,0,3508.14,40.68155,-74.1505
12148-1-431SHAMSCBROIES537PAQ-1,12148,6/12/2018,1,SHANGHAI FUDA TRADING CO LTD,MSC TRADING SA,SHANGHAI,CHINA,28000,"BROUETTE, CHARRETTE A BRAS ET PARTIES",5372,"PAQUET, COLIS",YERUPAJA,774E,COSCO SHIPPING,1,1,0,28000,31.045555,121.39972
12239-1-431CARJEAEFFELS281PIE-1,12239,6/14/2018,1,CARIBBEAN EXPRESS LINE,JEAN CHEVALIER SANON,HALIFAX,CANADA,12812,EFFETS PERSONNELS,281,PIECES,CFS PACORA,299E,ZIM LINES,1,1,0,12812,44.65,-63.6
12328-2-432PARJEAVOIION2UNI-1,12328,6/15/2018,2,PARTICULIER,JEAN CHEVALIER SANON,HALIFAX,CANADA,20000,VOITURE D'OCCASION,2,UNITES,CFS PAFILIA,190R,CMA/CGM,0.5,1,0,10000,44.65,-63.6
12416-20-4320IFBCAREFFELS41PAQ-1,12416,6/16/2018,20,IFB INTERNATIONAL FREIGHT BRIDGE,CARIMPEX,LE HAVRE,FRANCE,338900,EFFETS PERSONNELS,41,"PAQUET, COLIS",MSC NADRIELY,823A,MEDITERRANEAN SHIPPING CO,0.333333333,6.666666667,0,112966.6667,49.5,0.133333
12501-7-437PARPARVOIION5UNI-1,12501,6/16/2018,7,PARTICULIER,PARTICULIER,MIAMI - FL,USA,67999,VOITURE D'OCCASION,5,UNITES,SARA REGINA,102S,ANTILLEAN MARINE SHIPPING  CORP,0.166666667,1.166666667,0,11333.16667,25.77389,-80.193886
12584-4-434WALSOGVIAFRI560CAR-1,12584,6/17/2018,4,WALTKOCH LTD,SOGEDIPA SA,MIAMI - FL,USA,50804,"VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",5600,CARTON,HANSA AUGSBURG,74,SEABOARD MARINE,1,4,0,50804,25.77389,-80.193886
12675-4-434BDPTOTHUIEUR483CAR-1,12675,6/18/2018,4,BDP TRANSPORT INC,TOTAL HAITI SA,HOUSTON - TX,USA,79649,"HUILES LUBRIFIANTES, DE PETROLE POUR MOTEUR",4834,CARTON,TAJUMULCO,775,HAPAG-LLOYD,1,4,0,79649,29.763056,-95.36305
12765-1-431AMCCARFLAERE42CAR-1,12765,6/22/2018,1,AMCOR RIGID PLASTICS CARIBBEAN,CARIBBEAN BOTTLING COMPANY SA,POINT LISAS,TRINIDAD AND TOBAGO,13818,FLACON ET TUBE EN PLASTIQUE ET EN AUTRE MATIERE,42,CARTON,CFS PAGOLA,183,SEABOARD MARINE,1,1,0,13818,10.4057,-61.4631
12855-1-431JACLESVIAFRI140CAR-1,12855,6/22/2018,1,JACOB FLEISHMAN,LES ALIMENTS CONGELES SA,PORT EVERGLADES - FL,USA,25401.44,"VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",1400,CARTON,PAVO J,048S,"CROWLEY LINER SERVICES,INC",1,1,0,25401.44,26.096666,-80.1275
12944-1-431BURLESVIAFRI250CAR-1,12944,6/22/2018,1,BURANI INTERFOOD SRL,LES ALIMENTS CONGELES SA,GDANSK,POLAND,26350,"VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",2500,CARTON,TRINIDAD TRADER,111,HAPAG-LLOYD,1,1,0,26350,54.36085,18.65829
13036-1-431FALBOUEFFELS1LOT-1,13036,6/24/2018,1,FALCON DISTRIBUTION COMPANY,BOULANGERIE CAPRICES,MIAMI - FL,USA,15059.52,EFFETS PERSONNELS,1,LOTS,HANSA FREYBURG,65,SEABOARD MARINE,1,1,0,15059.52,25.77389,-80.193886
13125-4-434MEXNABRESIRE72PAL-1,13125,6/25/2018,4,MEXICHEM RESINAS VINILICAS SA DE CV,NATIONAL BAG AND TRADING CO SA,ALTAMIRA,MEXICO,102250,"RESINES PETROLE,COUMARONE,POLYTERPENE,POLYSUFURE...,PRIMAIRE",72,PALETTES,CFS PAFILIA,191RUR,CMA/CGM,1,4,0,102250,22.39215,-97.93867
13218-2-432VESSOGVIAFRI485CAR-1,13218,6/25/2018,2,VESTEY FOODS INTERNATIONAL LTD,SOGEDIPA SA,TILBURY,UNITED KINGDOM,51300,"VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",4850,CARTON,CFS PALAMEDES,825S,MAERSK LINE,1,2,0,51300,51.463024,0.360498
13313-2-432WHIPARVOISUV3UNI-1,13313,6/25/2018,2,WHITE MOTORS FZE,PARTICULIER,JEBEL ALI,UNITED ARAB EMIRATES,9120,VOITURES SUV,3,UNITES,CONTSHIP RAY,053N,MAERSK LINE,1,2,0,9120,25.01126,55.06116
13394-1-431UPSASSMATELS201PAQ-1,13394,6/26/2018,1,UPS SCS,ASSOCIATED FOOD DISTRIBUTORS SA,HELSINKI,FINLAND,17780.9,MATERIELS PROMOTIONNELS,2012,"PAQUET, COLIS",CFS PACORA,301,HAPAG-LLOYD,1,1,0,17780.9,60.175556,24.934168
13488-1-431SHAQUATISILE262ROU-1,13488,6/26/2018,1,SHANDONG KANGYUE TEXTILE CO LTD,QUALITY SEWING MFG SA,QINGDAO,CHINA,13100,TISSUS ET ETOFFES POUR INDUSTRIE TEXTILE,262,"ROULEAUX, BOBINE",VEGA OMEGA,776E,COSCO SHIPPING,1,1,0,13100,36.09861,120.37194
13577-0-430ENISOLESSEUR420GAL-1,13577,6/27/2018,0,ENI TRADING AND SHIPPING INC,SOL HAITI,BILBAO,SPAIN,1172489,ESSENCE POUR MOTEUR,420000,GALLONS,MT AGENA,V.18007-B,PDVSA RVAM,1,0,1,1172489,43.260918,-2.938764
13667-1-431PACLA BOIMES39PIE-1,13667,6/30/2018,1,PACKAGING CORPORATION OF AMERICA,LA FINCA SA,PORT EVERGLADES - FL,USA,11074,BOITES POUR TRANSPORT DE FRUITS OU LEGUMES,39,PIECES,PAVO J,50,"CROWLEY LINER SERVICES,INC",1,1,0,11074,26.096666,-80.1275
13753-2-432RAACODALILES249CAR-1,13753,7/1/2018,2,RAAZ GROUP CORP,CODIGEL SA,ODESSA,UKRAINE,58000,ALIMENTS CONGELES,2496,CARTON,CFS PAFILIA,192R,CMA/CGM,1,2,0,58000,31.845556,-102.367226
13842-0-430BRADARINSIDE5PAL-1,13842,7/1/2018,0,BRAZOS INTERNATIONAL INC,DARBOUCO SA,MIAMI - FL,USA,3149,"INSECTICIDES,ANTIRONGEUR,FONGICIDE,HERBICIDE",5,PALETTES,SARA REGINA,104S,ANTILLEAN MARINE SHIPPING  CORP,1,0,1,3149,25.77389,-80.193886
13935-1-431WHIELEFOUGER90CAR-1,13935,7/1/2018,1,WHIRLPOOL MEXICO SA DE CV,ELECTRO REFRI SA / CASAMI,VERACRUZ,MEXICO,4365,FOUR MENAGER,90,CARTON,TAMPA TRADER,103,HAPAG-LLOYD,1,1,0,4365,14.916667,-88.78333
14022-1-431HELFOOMACRES495CAR-1,14022,7/2/2018,1,HELENG INTERNATIONAL CO LTD,FOOD FOR THE POOR,NINGBO,CHINA,11220,MACHINE A COUDRE ET A BRODER ET ACCESSOIRE,495,CARTON,YERUPAJA,777,HAPAG-LLOYD,1,1,0,11220,29.878185,121.54945
14109-3-433CARGAYEFFELS637PIE-1,14109,7/6/2018,3,CARIBBEAN EXPRESS LINE,GAYDEM MARINE SYSTEMS LTD,HALIFAX,CANADA,36594,EFFETS PERSONNELS,637,PIECES,CFS PANJANG,77E,ZIM LINES,1,3,0,36594,44.65,-63.6
14197-10-4310PARPAREFFELS10LOT-5,14197,7/6/2018,10,PARTICULIER,PARTICULIER,MIAMI - FL,USA,150062,EFFETS PERSONNELS,10,LOTS,SARA REGINA,105S,ANTILLEAN MARINE SHIPPING  CORP,0.2,2,0,30012.4,25.77389,-80.193886
14288-1-431HEBLA OUV...128CAR-1,14288,7/8/2018,1,HEBEI HUIXANG IMP-EXP,LA MENAGERE SA,TIANJIN,CHINA,21500,"OUVRAGES EN CERAMIQUE, EN PORCELAINE",1280,CARTON,CONTSHIP RAY,054N,MAERSK LINE,1,1,0,21500,39.142223,117.17667
14384-3-433IND(SOSAVONS153CAR-1,14384,7/8/2018,3,INDUSTRIAL DANEC SA,(SOHDISA) SOCIETE HAITIENNE DE DISTRIBUTION,GUAYAQUIL,ECUADOR,76500,SAVONS,15300,CARTON,CONTSHIP RAY,054N,SEALAND,1,3,0,76500,-2.203816,-79.897453
14470-2-432CAPPREHARNGS563CAR-1,14470,7/10/2018,2,CAP-PELE HERRING EXPORT INC,PREMIUM FOOD DISTRIBUTION (PFD),MONTREAL,CANADA,26819,HARENGS,5632,CARTON,MSC NADRIELY,826A,MEDITERRANEAN SHIPPING CO,1,2,0,26819,45.5,-73.583336
14562-3-433LAITOPAILILS780PAQ-1,14562,7/11/2018,3,LAIWU MANHING VEGETABLES FRUITS,TOPCO HAITI SA,QINGDAO,CHINA,84030,AILS,7800,"PAQUET, COLIS",TAJUMULCO,126N,HAPAG-LLOYD,1,3,0,84030,36.09861,120.37194
14649-1-431CABCARALILES199CAR-1,14649,7/13/2018,1,CABF,CARIBBEAN SUPERMARKET SA,LE HAVRE,FRANCE,21218,ALIMENTS CONGELES,1994,CARTON,CFS PAFILIA,194R,CMA/CGM,1,1,0,21218,49.5,0.133333
14740-1-431VELBERARTIER9PAQ-1,14740,7/13/2018,1,VELIER SPA,BERLING SA,VENICE,ITALY,3250,"ARTICLE HYGIENE ET TOILETTE, LEUR PARTIE EN FONTE, FER, ACIER",9,"PAQUET, COLIS",CFS PAFILIA,194R,CMA/CGM,1,1,0,3250,45.43861,12.326667
14828-1-431TEEFOOAIDSES660CAR-1,14828,7/14/2018,1,TEEMLINK LTD,FOOD FOR THE POOR,HONG KONG,CHINA,10510,AIDES HUMANITAIRES DIVERSES,660,CARTON,ARKADIA,054N,EVERGREEN,1,1,0,10510,22.283333,114.15
